,a101_vol_xs_z_product_112h,a101_volume_cap_alpha_min_56_84,a101_volume_cap_alpha_min_80_80,a101_volume_high_alpha_min_84_84,a101_volume_low_alpha_min_84_120,a101_volume_xs_z_mean_neg_112h,amihud_illiquidity_20h,bb_zscore_20h,breakout_dist_20h,breakout_dist_48h,candle_body,candle_wick_lower,candle_wick_upper,clv_20h,downside_vol_20h,ema_12_26_gap,funding_rate_change_24h,funding_rate_level_20h,funding_rate_zscore_80h,intraday_ret,klow_close,ksft_5h,ma_gap_10_40,ma_gap_20_80,ma_gap_5_20,mom_10h,mom_120h,mom_20h,mom_40h,mom_5h,mom_72h,mom_accel_20h,mom_vol_adjusted_20h,price_pos_120h,price_pos_24h,price_pos_72h,price_volume_corr_20h,q158_beta_20h,q158_close_close_4h,q158_cntd_20h,q158_cntn_20h,q158_cntp_20h,q158_cord_20h,q158_corr_20h,q158_high_close_0h,q158_high_close_1h,q158_high_close_2h,q158_high_close_3h,q158_high_close_4h,q158_high_low_range,q158_imax_20h,q158_imin_20h,q158_imxd_20h,q158_klen_open,q158_klow_open,q158_klow_range,q158_kmid_open,q158_kmid_range,q158_ksft_open,q158_ksft_range,q158_kup_open,q158_kup_range,q158_low_close_0h,q158_low_close_1h,q158_low_close_2h,q158_low_close_3h,q158_low_close_4h,q158_ma_10h,q158_ma_20h,q158_ma_30h,q158_ma_5h,q158_ma_60h,q158_max_10h,q158_max_20h,q158_max_30h,q158_max_5h,q158_max_60h,q158_min_10h,q158_min_20h,q158_min_30h,q158_min_5h,q158_min_60h,q158_open_close_0h,q158_open_close_1h,q158_open_close_2h,q158_open_close_3h,q158_open_close_4h,q158_qtld_20h,q158_qtld_30h,q158_qtlu_20h,q158_qtlu_30h,q158_rank_close_20h,q158_rank_close_30h,q158_resi_20h,q158_roc_20h,q158_rsqr_20h,q158_rsv_20h,q158_rsv_30h,q158_std_10h,q158_std_20h,q158_std_30h,q158_std_5h,q158_std_60h,q158_sumd_20h,q158_sumn_20h,q158_sump_20h,q158_vma_20h,q158_volume_ratio_1h,q158_volume_ratio_2h,q158_volume_ratio_3h,q158_volume_ratio_4h,q158_vstd_20h,q158_vsumd_20h,q158_vsumn_20h,q158_vsump_20h,q158_wvma_20h,qvol_ma_ratio_20_80,qvol_ma_ratio_5_20,qvol_zscore_20h,qvol_zscore_48h,range_1h,range_24h,range_4h,range_breakout_vol_confirm_20h,realized_kurt_20h,realized_skew_20h,rev_10h,rev_1h,rev_24h,rev_2h,rev_3h,rev_72h,reversal_5h,rsi_14h,rsi_28h,rsi_7h,taker_buy_delta_5h,taker_buy_ratio_20h,taker_buy_zscore_20h,tech_atr,tech_macd,trend_efficiency_24h,up_down_vol_ratio_20h,vol_40h,vol_5h,vol_of_vol_20h,vol_ratio_20_80,vol_ratio_5_20,vol_ret_corr_20h,vol_zscore_20h,vol_zscore_48h,volatility_20h,volume_pressure_20h,vwap_dev_20h,williams_r_14h,wq101_alpha101,wq101_alpha12,wq101_alpha53,wvma_20h,xs_rank_mom_accel,xs_rank_ret_1h,xs_rank_vol
a101_vol_xs_z_product_112h,1.0,,,,,0.845181,,,,,,,,,,,,,,,,,-0.110449,,,,,,-0.098175,,,0.012413,,,-0.009592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13483,,,,,0.191631,,,,,-0.141245,,,,,,,,,0.070489,,0.142926,,-0.054566,,,,,-0.018629,,,0.168039,,,,,,,,,,,,,,,,,,,,,0.224318,,,,,,,0.141482,,,,,,-0.079148,,,,,,,0.046913,,0.191064,,0.158684,,,,,,,,,,,,,,0.019479,,
q158_open_close_0h,,,0.01613,-0.004325,,,-0.002771,-0.389407,-0.375486,,-0.952965,0.085279,-0.118007,-0.160216,0.067145,-0.05533,,-0.010703,-0.002665,-1.0,0.10181,0.023585,,-0.002652,-0.064497,-0.26977,,-0.184229,,-0.377339,-0.089217,,-0.194357,,,-0.213666,-0.056528,-0.053927,0.424112,-0.191471,0.183127,-0.184215,-0.057362,-0.051435,0.610168,0.775257,0.561533,0.462408,0.402917,0.009672,0.066497,-0.069622,0.069214,-0.003572,0.092493,0.085121,-1.0,-0.952869,-0.815068,-0.768671,-0.128216,-0.117907,0.606292,0.777623,0.565323,0.456358,0.397145,0.459874,0.321505,,0.656997,,0.389731,0.296751,,0.487898,,0.397241,0.306351,,0.501039,,1.0,0.638536,0.500762,0.42418,0.377275,0.342774,,0.332735,,-0.430045,,-0.481248,0.184229,-0.003049,-0.375518,,0.010966,0.010486,,0.006717,,-0.193763,0.193762,-0.193765,-0.018075,-0.038164,-0.031391,-0.010122,-0.003113,-0.017171,0.002789,-0.002789,0.002789,-0.005099,-0.005581,-0.007857,0.011528,,0.009672,,0.005579,-0.417346,-0.00399,-0.026961,0.26977,0.994932,,0.637925,0.500335,0.089217,0.377339,-0.318224,,-0.443843,-0.350675,-0.076045,-0.520635,0.003653,-0.129775,,-0.164842,,-0.010029,,-0.001209,-0.014554,-0.063327,0.016933,,0.00136,-0.130205,-0.342171,0.433306,-0.884907,0.086795,0.476618,0.001825,,-0.636908,0.000117
q158_open_close_1h,,,0.029119,-0.005801,,,-0.006727,-0.5364,-0.497008,,-0.610271,0.08828,-0.105867,-0.208967,0.10246,-0.112922,,-0.012329,-0.005451,-0.638536,0.0976,-0.052815,,-0.004051,-0.14377,-0.395714,,-0.268559,,-0.557638,-0.124762,,-0.280372,,,-0.293153,-0.108022,-0.113138,0.632515,-0.24406,0.233888,-0.234474,-0.110769,-0.100015,0.373761,0.797778,0.856659,0.690578,0.59521,0.011263,0.130993,-0.14674,0.146701,0.002835,0.091148,0.088112,-0.638536,-0.610134,-0.504374,-0.470143,-0.108768,-0.105727,0.369898,0.797475,0.864802,0.691402,0.589511,0.640825,0.457372,,0.860933,,0.497443,0.39339,,0.590152,,0.502208,0.40326,,0.598132,,0.638536,1.0,0.760777,0.632627,0.557664,0.485011,,0.471571,,-0.566355,,-0.634786,0.268558,-0.001974,-0.497033,,0.016295,0.014322,,0.015485,,-0.28007,0.280069,-0.280068,-0.01699,-0.009425,-0.028363,-0.018485,-0.001288,-0.010764,-0.003397,0.003397,-0.003397,-0.002277,-0.006723,-0.01407,0.000262,,0.011263,,0.011076,-0.532212,-0.001816,-0.073592,0.395714,0.638111,,0.997247,0.760312,0.124762,0.557638,-0.442984,,-0.598983,-0.228526,-0.112314,-0.323012,0.005941,-0.249405,,-0.221222,,-0.019145,,-0.001344,-0.022458,-0.115489,0.012753,,-0.002946,-0.173803,-0.48271,0.563811,-0.552066,0.195353,0.295697,0.001089,,-0.397995,-0.001088
q158_open_close_2h,,,0.051001,0.008428,,,-0.0062,-0.631909,-0.576551,,-0.476646,0.072399,-0.094973,-0.245963,0.136323,-0.17464,,-0.0095,-0.026649,-0.500762,0.083139,-0.094525,,-0.009028,-0.238239,-0.494065,,-0.339463,,-0.706921,-0.154074,,-0.350209,,,-0.34888,-0.156341,-0.178676,0.81668,-0.291937,0.279887,-0.28005,-0.160673,-0.14098,0.286701,0.60737,0.864413,0.893432,0.757914,0.014436,0.186501,-0.21245,0.217969,0.007902,0.077947,0.072235,-0.500762,-0.476521,-0.391196,-0.362041,-0.096551,-0.0948,0.283708,0.60221,0.859079,0.89689,0.755332,0.758967,0.556595,,0.926468,,0.5638,0.46095,,0.638707,,0.55698,0.462636,,0.632149,,0.500762,0.760777,1.0,0.817022,0.70703,0.586267,,0.571122,,-0.651154,,-0.705183,0.339463,0.004183,-0.576568,,0.029088,0.023674,,0.030056,,-0.350323,0.350323,-0.350321,-0.001978,0.007564,0.000793,-0.008104,0.001478,0.00299,-0.009182,0.009182,-0.009182,-0.000127,-0.006992,-0.014997,-0.019301,,0.014436,,0.024143,-0.523145,-0.002548,-0.109197,0.494065,0.500855,,0.760477,0.998162,0.154074,0.706921,-0.529369,,-0.69353,-0.171074,-0.13491,-0.223272,0.00828,-0.361107,,-0.27507,,-0.01492,,0.002708,-0.022514,-0.163361,-0.001783,,0.001745,-0.218752,-0.581822,0.645084,-0.430874,0.207772,0.230028,0.007641,,-0.317339,-0.003057
q158_open_close_3h,,,0.061065,0.007268,,,-0.003227,-0.700481,-0.635397,,-0.401902,0.069854,-0.088682,-0.277606,0.162444,-0.239682,,-0.013823,-0.045481,-0.42418,0.077581,-0.12477,,-0.020736,-0.348717,-0.580099,,-0.400854,,-0.850361,-0.179886,,-0.410286,,,-0.394804,-0.201973,-0.248041,0.998551,-0.331554,0.317599,-0.318206,-0.207689,-0.180693,0.235688,0.507169,0.709052,0.893975,0.914407,0.012067,0.234658,-0.269424,0.282717,0.006581,0.073114,0.06973,-0.42418,-0.401791,-0.325289,-0.29869,-0.090136,-0.088512,0.23463,0.501853,0.701311,0.888744,0.916104,0.839004,0.635193,,0.884593,,0.606005,0.509668,,0.64765,,0.592339,0.507008,,0.629364,,0.42418,0.632627,0.817022,1.0,0.850539,0.662001,,0.648003,,-0.709275,,-0.727629,0.400854,0.011814,-0.635396,,0.035979,0.031334,,0.038046,,-0.410828,0.410826,-0.410827,0.010186,0.007722,0.011875,0.013216,0.005972,0.012475,-0.01937,0.01937,-0.01937,0.004123,-0.010269,-0.014811,-0.033088,,0.012067,,0.030336,-0.489386,-0.002147,-0.143988,0.580099,0.424567,,0.632798,0.81689,0.179886,0.850361,-0.596709,,-0.755749,-0.144525,-0.150294,-0.168893,0.008048,-0.45794,,-0.323375,,-0.011844,,0.005044,-0.020913,-0.207935,-0.011732,,0.002969,-0.258551,-0.6572,0.70237,-0.364029,0.202134,0.187695,0.011356,,-0.266672,-0.005007
q158_open_close_4h,,,0.06627,0.002946,,,-0.002782,-0.755316,-0.682576,,-0.358077,0.079938,-0.091117,-0.304625,0.185074,-0.308143,,-0.021557,-0.065022,-0.377275,0.081547,-0.157349,,-0.037766,-0.479385,-0.662744,,-0.459018,,-0.998907,-0.207047,,-0.466089,,,-0.436447,-0.245095,-0.323896,0.850333,-0.368453,0.35287,-0.353666,-0.252002,-0.218927,0.197245,0.44527,0.616859,0.763507,0.91211,0.005408,0.283378,-0.325295,0.347984,0.000564,0.077599,0.079821,-0.377275,-0.35799,-0.278174,-0.255675,-0.094381,-0.09095,0.204601,0.440687,0.610813,0.756524,0.906486,0.892839,0.705122,,0.764428,,0.635119,0.548561,,0.608313,,0.614495,0.541703,,0.582601,,0.377275,0.557664,0.70703,0.850539,1.0,0.719425,,0.708725,,-0.756105,,-0.713979,0.459018,0.018147,-0.682568,,0.041478,0.037668,,0.034794,,-0.467,0.466997,-0.467002,0.024963,0.012894,0.015956,0.025359,0.02628,0.023604,-0.029975,0.029975,-0.029975,0.006665,-0.013287,-0.015694,-0.049229,,0.005408,,0.030377,-0.451844,-0.003011,-0.173029,0.662744,0.377746,,0.558138,0.70721,0.207047,0.998907,-0.655186,,-0.800904,-0.129093,-0.160656,-0.136193,0.008325,-0.539136,,-0.368986,,-0.008627,,0.006381,-0.018045,-0.249177,-0.024614,,0.004166,-0.298177,-0.722095,0.746244,-0.322944,0.189268,0.155704,0.013998,,-0.231161,-0.006341
q158_qtld_20h,,,0.071761,-0.006828,,,0.026053,-0.928915,-0.876271,,-0.329041,0.071877,-0.092098,-0.455877,0.120109,-0.643001,,-0.022933,-0.109784,-0.342774,0.006136,-0.132928,,-0.181607,-0.825881,-0.853803,,-0.771174,,-0.719714,-0.349293,,-0.7728,,,-0.634767,-0.464892,-0.740848,0.662359,-0.577164,0.547111,-0.561032,-0.473419,-0.348657,0.112424,0.347602,0.482991,0.575904,0.642717,-0.108029,0.532501,-0.621154,0.674504,-0.112493,0.00256,0.071894,-0.342774,-0.328947,-0.249692,-0.232358,-0.155511,-0.09181,0.25471,0.426291,0.545668,0.635462,0.706868,0.833697,0.937539,,0.627411,,0.502203,0.570453,,0.376912,,0.700267,0.823225,,0.517256,,0.342774,0.485011,0.586267,0.662001,0.719425,1.0,,0.818472,,-0.917701,,-0.384798,0.771174,-0.028839,-0.876366,,-0.100097,-0.153152,,-0.070079,,-0.771724,0.77172,-0.771726,-0.001626,-0.00717,-0.016275,-0.019621,-0.025553,-0.022332,-0.057976,0.057976,-0.057976,-0.030833,-0.152332,-0.039688,-0.038132,,-0.108029,,-0.096745,-0.207892,-0.046454,-0.297213,0.853803,0.34317,,0.485353,0.586612,0.349293,0.719714,-0.88018,,-0.91034,-0.046669,-0.247538,-0.098743,-0.04962,-0.651227,,-0.614367,,-0.130778,,-0.119726,0.01538,-0.45618,-0.004301,,-0.182402,-0.508956,-0.911659,0.847422,-0.29211,0.167131,0.080996,-0.14143,,-0.198126,-0.028212
q158_qtld_30h,0.070489,,,,,0.023754,,,,,,,,,,,-0.071798,,,,,,-0.697791,,,,,,-0.638981,,,-0.313604,,,-0.859482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.931596,,,,,0.553163,,,,,0.821187,,,,,,,,,1.0,,0.794833,,-0.909184,,,,,-0.872451,,,-0.145666,,,,,,,,,,,,,,,,,,,,,-0.13003,,,,,,,0.840526,,,,,,-0.824663,,,,,,,0.022954,,-0.189091,,-0.208246,,,,,,,,,,,,,,-0.159466,,
q158_qtlu_20h,,,0.043193,-0.015179,,,-0.02368,-0.906823,-0.878852,,-0.316659,0.067588,-0.066839,-0.485244,0.438225,-0.662135,,-0.10117,-0.177893,-0.332735,0.112946,-0.133562,,-0.192233,-0.843404,-0.854423,,-0.785779,,-0.708963,-0.346228,,-0.777126,,,-0.644204,-0.459194,-0.761892,0.648288,-0.577809,0.560983,-0.546974,-0.47393,-0.319712,0.227348,0.407969,0.529862,0.621336,0.693132,0.084126,0.582873,-0.563171,0.671041,0.079852,0.109466,0.067338,-0.332735,-0.316569,-0.249369,-0.232278,-0.028545,-0.066806,0.13787,0.347486,0.473613,0.562541,0.63137,0.828468,0.94627,,0.611723,,0.70247,0.845474,,0.502905,,0.480345,0.552934,,0.363183,,0.332735,0.471571,0.571122,0.648003,0.708725,0.818472,,1.0,,-0.893348,,-0.356229,0.785779,0.158073,-0.87863,,0.164019,0.287102,,0.087426,,-0.780071,0.78007,-0.78007,0.111185,0.022833,0.038798,0.060566,0.076913,0.109687,-0.049623,0.049623,-0.049623,0.046542,0.039189,-0.115689,-0.126561,,0.084126,,0.111939,-0.520063,0.013153,-0.300807,0.854423,0.333066,,0.471838,0.571392,0.346228,0.708963,-0.884232,,-0.903621,-0.034232,-0.20945,-0.083471,0.065317,-0.648127,,-0.610786,,0.083305,,0.074668,-0.063769,-0.461619,-0.092789,,0.166177,-0.514943,-0.938086,0.842113,-0.283557,0.160726,0.073454,0.15917,,-0.208624,-0.003953
q158_qtlu_30h,0.142926,,,,,0.045541,,,,,,,,,,,-0.126336,,,,,,-0.722963,,,,,,-0.646752,,,-0.305139,,,-0.857862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938006,,,,,0.852473,,,,,0.519356,,,,,,,,,0.794833,,1.0,,-0.891413,,,,,-0.869126,,,0.339421,,,,,,,,,,,,,,,,,,,,,0.304043,,,,,,,0.855645,,,,,,-0.81885,,,,,,,0.148597,,0.168011,,0.121991,,,,,,,,,,,,,,-0.199079,,
q158_rank_close_20h,,,-0.072999,0.005765,,,-0.007256,0.979193,0.924376,,0.424527,-0.080053,0.094066,0.469678,-0.233577,0.591435,,0.041363,0.12802,0.430045,-0.06536,0.12217,,0.14823,0.777482,0.847632,,0.732986,,0.756494,0.315318,,0.760278,,,0.629377,0.423776,0.685375,-0.709676,0.585491,-0.559199,0.563195,0.435005,0.29926,-0.224879,-0.459706,-0.580283,-0.657297,-0.713441,0.021872,-0.554938,0.593416,-0.669565,0.027527,-0.061226,-0.079911,0.430045,0.424447,0.320727,0.312893,0.11107,0.093916,-0.261095,-0.478938,-0.593938,-0.666846,-0.721386,-0.868784,-0.9213,,-0.700794,,-0.639915,-0.707272,,-0.502406,,-0.667489,-0.733602,,-0.529687,,-0.430045,-0.566355,-0.651154,-0.709275,-0.756105,-0.917701,,-0.893348,,1.0,,0.462977,-0.732986,-0.056811,0.924369,,-0.007895,-0.034071,,0.005699,,0.758481,-0.758478,0.758481,-0.041964,0.001223,-0.00188,-0.012409,-0.020724,-0.027211,0.051954,-0.051954,0.051954,0.006843,0.065391,0.07007,0.072911,,0.021872,,0.010142,0.419905,0.025324,0.25199,-0.847632,-0.430957,,-0.566958,-0.651628,-0.315318,-0.756494,0.890682,,0.954401,0.082789,0.233795,0.151833,0.002306,0.657557,,0.598708,,0.043311,,0.038504,0.02098,0.420276,0.041217,,0.034818,0.495432,0.911437,-0.908163,0.381924,-0.179096,-0.133589,0.019763,,0.249904,0.015541
q158_rank_close_30h,-0.054566,,,,,-0.034885,,,,,,,,,,,0.096409,,,,,,0.646436,,,,,,0.604332,,,0.382274,,,0.919503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.922283,,,,,-0.709288,,,,,-0.712464,,,,,,,,,-0.909184,,-0.891413,,1.0,,,,,0.923075,,,-0.076229,,,,,,,,,,,,,,,,,,,,,-0.066478,,,,,,,-0.804839,,,,,,0.82487,,,,,,,-0.083801,,0.025095,,0.051837,,,,,,,,,,,,,,0.208312,,
q158_resi_20h,,,-0.068887,-0.012106,,,0.004037,0.464853,0.345742,,0.456504,-0.070159,0.085289,0.028608,-0.016965,-0.140519,,-0.040804,-0.051632,0.481248,-0.087048,0.099592,,-0.172954,0.026902,0.424427,,-0.015122,,0.714212,-0.009968,,-0.002318,,,0.111653,-0.071996,-0.183539,-0.727738,0.025044,-0.02113,0.024269,-0.073105,0.05654,-0.28244,-0.544854,-0.663183,-0.715356,-0.724064,-0.020755,0.09086,-0.048763,0.088677,-0.014502,-0.082046,-0.070047,0.481248,0.456395,0.381759,0.348503,0.082138,0.085183,-0.267875,-0.532287,-0.65279,-0.701866,-0.711217,-0.720428,-0.323457,,-0.762986,,-0.543817,-0.266,,-0.580232,,-0.527913,-0.290208,,-0.551984,,-0.481248,-0.634786,-0.705183,-0.727629,-0.713979,-0.384798,,-0.356229,,0.462977,,1.0,0.015122,0.045178,0.345836,,-0.02968,0.018669,,-0.036774,,-0.001613,0.001616,-0.001612,0.025416,0.003374,0.005729,-0.001248,-0.005965,0.020816,-0.011319,0.011319,-0.011319,0.012591,-0.032402,-0.033037,-0.011128,,-0.020755,,-0.031525,0.486013,0.001857,-0.016451,-0.424427,-0.482445,,-0.635433,-0.705548,0.009968,-0.714212,0.267405,,0.50598,0.136407,0.034152,0.244984,-0.001537,0.328524,,-0.003618,,-0.004504,,-0.034419,0.006259,-0.059663,-0.018898,,-0.003207,-0.015743,0.367164,-0.533058,0.412624,-0.168745,-0.274455,0.001039,,0.307715,-0.008969
q158_roc_20h,,,-0.00431,-0.006459,,,0.009698,-0.759141,-0.778271,,-0.173261,0.042112,-0.04862,-0.555403,0.344417,-0.8567,,-0.086802,-0.184123,-0.184229,0.019395,-0.110685,,-0.384662,-0.845635,-0.672192,,-1.0,,-0.459228,-0.444569,,-0.966866,,,-0.703917,-0.620733,-0.895409,0.401017,-0.688267,0.661162,-0.660394,-0.634886,-0.420479,0.073827,0.197225,0.282088,0.351396,0.413375,-0.028227,0.704764,-0.704592,0.80477,-0.0305,0.01733,0.042078,-0.184229,-0.173187,-0.129436,-0.121195,-0.070067,-0.048415,0.116413,0.214793,0.2919,0.357721,0.418071,0.560308,0.83743,,0.361442,,0.38346,0.640377,,0.228901,,0.377372,0.603036,,0.244199,,0.184229,0.268558,0.339463,0.400854,0.459018,0.771174,,0.785779,,-0.732986,,0.015122,1.0,0.083233,-0.778141,,0.014677,0.074445,,-0.011091,,-0.969749,0.969748,-0.969748,0.076231,0.008906,0.013055,0.022413,0.028464,0.066998,-0.075669,0.075669,-0.075669,0.011264,-0.093331,-0.105543,-0.097936,,-0.028227,,-0.011042,-0.184323,-0.027105,-0.413938,0.672192,0.184128,,0.268419,0.339532,0.444569,0.459228,-0.865904,,-0.740609,0.002689,-0.263265,0.001304,0.002197,-0.456406,,-0.773123,,-0.027343,,-0.050777,-0.01824,-0.614127,-0.065814,,-0.015057,-0.657945,-0.786529,0.606792,-0.154827,0.10739,0.002183,0.007462,,-0.105354,-0.024017
q158_rsqr_20h,,,0.001007,-0.015403,,,-0.019323,-0.056026,-0.077398,,0.002151,0.024756,0.013403,-0.037535,0.016573,-0.077704,,0.011795,-0.060894,0.003049,0.051864,-0.010928,,-0.044709,-0.088323,-0.052994,,-0.083233,,-0.018136,-0.037683,,-0.096441,,,-0.063183,-0.078344,-0.097015,0.011722,-0.055148,0.056514,-0.047979,-0.079235,0.002353,0.032758,0.019455,0.021485,0.02857,0.034496,0.053294,0.043051,-0.085569,0.087434,0.053367,0.051996,0.024311,0.003049,0.002164,0.009502,0.005845,0.042422,0.013056,-0.042113,-0.026362,-0.023798,-0.018285,-0.010524,0.029351,0.072212,,0.005784,,0.121968,0.190561,,0.051206,,-0.065165,-0.073423,,-0.042236,,-0.003049,-0.001974,0.004183,0.011814,0.018147,-0.028839,,0.158073,,-0.056811,,0.045178,0.083233,1.0,-0.077081,,0.12726,0.465712,,0.018317,,-0.095312,0.095313,-0.09531,-0.026794,0.02179,0.034888,0.043791,0.049391,0.021788,0.07259,-0.07259,0.07259,0.065996,0.11885,0.093835,0.032639,,0.053294,,0.050184,-0.049941,0.001847,-0.041691,0.052994,-0.002785,,-0.001775,0.00403,0.037683,0.018136,-0.088374,,-0.072892,0.012468,-0.03452,0.0141,0.037326,-0.03266,,-0.077368,,0.039776,,0.008913,0.033026,-0.079829,0.035874,,0.024205,-0.034269,-0.073688,0.054789,5e-06,0.005286,-0.012695,0.049528,,-0.001115,-0.00613
q158_rsv_20h,,,-0.031469,0.037534,,,-0.005262,0.934058,0.999982,,0.372194,-0.044569,0.055329,0.537419,-0.270123,0.617686,,0.095008,0.164329,0.375518,-0.045115,0.11945,,0.135194,0.799845,0.807676,,0.778141,,0.682694,0.285941,,0.807627,,,0.650688,0.399757,0.734407,-0.635523,0.608226,-0.58067,0.585295,0.411944,0.177398,-0.223062,-0.413971,-0.518688,-0.59139,-0.646387,0.006102,-0.590435,0.626534,-0.707778,0.011126,-0.041299,-0.044433,0.375518,0.372124,0.308278,0.295253,0.067735,0.055222,-0.238585,-0.420965,-0.523511,-0.593677,-0.648417,-0.798233,-0.910203,,-0.622239,,-0.641812,-0.779846,,-0.479201,,-0.648642,-0.782569,,-0.493952,,-0.375518,-0.497033,-0.576568,-0.635396,-0.682568,-0.876366,,-0.87863,,0.924369,,0.345836,-0.778141,-0.077081,1.0,,-0.024824,-0.066791,,-0.004885,,0.805204,-0.805202,0.805206,-0.047042,-0.004585,-0.008403,-0.018728,-0.025273,-0.031792,0.050025,-0.050025,0.050025,0.006218,0.064806,0.078385,0.078276,,0.006102,,-0.002581,0.182764,0.033332,0.276454,-0.807676,-0.375764,,-0.497173,-0.576611,-0.285941,-0.682694,0.882432,,0.918073,0.063194,0.225395,0.116903,-0.013852,0.639489,,0.625326,,0.029348,,0.051109,0.023054,0.398338,0.046227,,0.018732,0.518957,0.925485,-0.926569,0.32337,-0.153965,-0.11383,0.00483,,0.218891,0.020184
q158_rsv_30h,-0.018629,,,,,-0.052834,,,,,,,,,,,0.10576,,,,,,0.684411,,,,,,0.606529,,,0.298242,,,0.956968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.907363,,,,,-0.773433,,,,,-0.772565,,,,,,,,,-0.872451,,-0.869126,,0.923075,,,,,1.0,,,-0.091336,,,,,,,,,,,,,,,,,,,,,-0.078765,,,,,,,-0.817002,,,,,,0.806675,,,,,,,-0.081284,,0.01731,,0.047669,,,,,,,,,,,,,,0.165214,,
q158_std_10h,,,-0.161039,-0.057986,,,-0.079601,-0.016462,-0.025182,,-0.002952,-0.054474,-0.01614,-0.054905,0.617571,-0.012078,,-0.081341,-0.181007,-0.010966,0.288117,0.007369,,0.000252,-0.023753,-0.038434,,-0.014677,,-0.041518,0.017977,,0.011438,,,-0.007501,0.028539,-0.013059,0.036051,0.006816,0.011972,0.029239,0.015415,0.05046,0.361695,0.230507,0.196166,0.180593,0.16901,0.58922,-0.154266,-0.134792,-0.012074,0.58907,0.288256,-0.054997,-0.010966,-0.002944,-0.018645,-0.015475,0.303336,-0.016622,-0.336371,-0.202056,-0.149536,-0.118133,-0.095967,0.052328,0.036252,,0.029551,,0.538754,0.419136,,0.487425,,-0.48243,-0.377025,,-0.443715,,0.010966,0.016295,0.029088,0.035979,0.041478,-0.100097,,0.164019,,-0.007895,,-0.02968,0.014677,0.12726,-0.024824,,1.0,0.739742,,0.73023,,0.009618,-0.009613,0.009622,-0.152443,0.064133,0.068106,0.054178,0.033192,-0.036753,0.250898,-0.250898,0.250898,0.185534,0.340263,0.327138,0.166975,,0.58922,,0.75371,0.236759,0.131818,0.012092,0.038434,0.010854,,0.016136,0.02888,-0.017977,0.041518,-0.010552,,-0.019217,0.006005,0.057571,5.3e-05,0.22212,-0.008921,,0.024835,,0.687863,,0.38205,0.221728,0.008455,0.169283,,0.707969,0.003931,-0.056706,0.029075,-0.006525,0.003875,0.001779,0.635715,,-0.011978,0.052652
q158_std_20h,,,-0.131343,-0.035369,,,-0.099987,-0.032318,-0.067357,,-0.005855,-0.021207,0.022774,-0.092131,0.696529,-0.071644,,-0.116169,-0.183667,-0.010486,0.282439,0.004733,,-0.033486,-0.081828,-0.061329,,-0.074445,,-0.037695,-0.012256,,-0.049224,,,-0.052162,-0.013615,-0.081157,0.031303,-0.030756,0.052442,-0.003351,-0.027014,0.048604,0.334132,0.207287,0.174703,0.162599,0.156319,0.526823,0.020447,-0.031936,0.032139,0.526671,0.282629,-0.021881,-0.010486,-0.005875,-0.019329,-0.02099,0.306745,0.022162,-0.300736,-0.177234,-0.133619,-0.108704,-0.089708,0.053277,0.080395,,0.02565,,0.492892,0.565043,,0.409253,,-0.418597,-0.45766,,-0.364938,,0.010486,0.014322,0.023674,0.031334,0.037668,-0.153152,,0.287102,,-0.034071,,0.018669,0.074445,0.465712,-0.066791,,0.739742,1.0,,0.535658,,-0.054182,0.054186,-0.054176,0.032599,0.04799,0.0612,0.064555,0.064012,0.14053,0.150619,-0.150619,0.150619,0.241794,0.426394,0.048079,0.008215,,0.526823,,0.61194,0.030857,0.17395,-0.013792,0.061329,0.010761,,0.014361,0.023465,0.012256,0.037695,-0.063735,,-0.056041,0.008981,0.054742,0.011137,0.245132,-0.029655,,-0.023972,,0.555552,,0.426102,-0.03437,-0.031695,0.011343,,0.782422,-0.028188,-0.101568,0.056056,-0.008503,0.002844,-0.007731,0.710517,,-0.020126,0.053364
q158_std_30h,0.168039,,,,,0.026846,,,,,,,,,,,-0.113415,,,,,,-0.098346,,,,,,-0.071793,,,-0.035357,,,-0.093809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106024,,,,,0.595509,,,,,-0.455033,,,,,,,,,-0.145666,,0.339421,,-0.076229,,,,,-0.091336,,,1.0,,,,,,,,,,,,,,,,,,,,,0.916319,,,,,,,0.102613,,,,,,-0.069494,,,,,,,0.467213,,0.719877,,0.654534,,,,,,,,,,,,,,-0.045092,,
