,a101_vol_xs_z_product_112h,a101_volume_cap_alpha_min_56_84,a101_volume_cap_alpha_min_80_80,a101_volume_high_alpha_min_84_84,a101_volume_low_alpha_min_84_120,a101_volume_xs_z_mean_neg_112h,amihud_illiquidity_20h,bb_zscore_20h,breakout_dist_20h,breakout_dist_48h,candle_body,candle_wick_lower,candle_wick_upper,clv_20h,downside_vol_20h,ema_12_26_gap,funding_rate_change_24h,funding_rate_level_20h,funding_rate_zscore_80h,intraday_ret,klow_close,ksft_5h,ma_gap_10_40,ma_gap_20_80,ma_gap_5_20,mom_10h,mom_120h,mom_20h,mom_40h,mom_5h,mom_72h,mom_accel_20h,mom_vol_adjusted_20h,price_pos_120h,price_pos_24h,price_pos_72h,price_volume_corr_20h,q158_beta_20h,q158_close_close_4h,q158_cntd_20h,q158_cntn_20h,q158_cntp_20h,q158_cord_20h,q158_corr_20h,q158_high_close_0h,q158_high_close_1h,q158_high_close_2h,q158_high_close_3h,q158_high_close_4h,q158_high_low_range,q158_imax_20h,q158_imin_20h,q158_imxd_20h,q158_klen_open,q158_klow_open,q158_klow_range,q158_kmid_open,q158_kmid_range,q158_ksft_open,q158_ksft_range,q158_kup_open,q158_kup_range,q158_low_close_0h,q158_low_close_1h,q158_low_close_2h,q158_low_close_3h,q158_low_close_4h,q158_ma_10h,q158_ma_20h,q158_ma_30h,q158_ma_5h,q158_max_10h,q158_max_20h,q158_max_30h,q158_max_5h,q158_min_10h,q158_min_20h,q158_min_30h,q158_min_5h,q158_open_close_0h,q158_open_close_1h,q158_open_close_2h,q158_open_close_3h,q158_open_close_4h,q158_qtld_20h,q158_qtlu_20h,q158_rank_close_20h,q158_resi_20h,q158_roc_20h,q158_rsqr_20h,q158_rsv_20h,q158_std_10h,q158_std_20h,q158_std_30h,q158_std_5h,q158_sumd_20h,q158_sumn_20h,q158_sump_20h,q158_vma_20h,q158_volume_ratio_1h,q158_volume_ratio_2h,q158_volume_ratio_3h,q158_volume_ratio_4h,q158_vstd_20h,q158_vsumd_20h,q158_vsumn_20h,q158_vsump_20h,q158_wvma_20h,qvol_ma_ratio_20_80,qvol_ma_ratio_5_20,qvol_zscore_20h,qvol_zscore_48h,range_1h,range_24h,range_4h,range_breakout_vol_confirm_20h,realized_kurt_20h,realized_skew_20h,rev_10h,rev_1h,rev_24h,rev_2h,rev_3h,rev_72h,reversal_5h,rsi_14h,rsi_28h,rsi_7h,taker_buy_delta_5h,taker_buy_ratio_20h,taker_buy_zscore_20h,tech_atr,tech_macd,trend_efficiency_24h,up_down_vol_ratio_20h,vol_40h,vol_5h,vol_of_vol_20h,vol_ratio_20_80,vol_ratio_5_20,vol_ret_corr_20h,vol_zscore_20h,vol_zscore_48h,volatility_20h,volume_pressure_20h,vwap_dev_20h,williams_r_14h,wq101_alpha101,wq101_alpha12,wq101_alpha53,wvma_20h,xs_rank_mom_accel,xs_rank_ret_1h,xs_rank_vol
a101_vol_xs_z_product_112h,1.0,,,,,-0.423504,,,,,,,,,,,,,,,,,0.020843,,,,,,0.051033,,,0.018561,,,-0.025477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038631,,,,0.005807,,,,0.050337,,,,,,,,,,,,,,,,-0.051575,,,,,,,,,,,,,,,,,,,,-0.013796,,,,,,,-0.01051,,,,,,0.109192,,,,,,,-0.080052,,0.01733,,0.011001,,,,,,,,,,,,,,0.018013,,
q158_open_close_2h,,,0.019576,0.002001,,,-0.008554,-0.598045,-0.509298,,-0.40968,0.056877,-0.077171,-0.22267,0.179951,-0.207486,,-0.056564,0.006206,-0.57163,0.082186,-0.124092,,-0.007331,-0.274018,-0.533819,,-0.399423,,-0.754973,-0.190855,,-0.359911,,,-0.342729,-0.18841,-0.194643,0.857535,-0.26814,0.255657,-0.256155,-0.191321,-0.191961,0.264415,0.628028,0.877229,0.907497,0.794826,-0.039522,0.187546,-0.187556,0.217816,-0.078563,0.069467,0.056511,-0.57163,-0.409287,-0.442126,-0.308646,-0.170601,-0.076696,0.338073,0.651455,0.87065,0.90743,0.794411,0.814346,0.626129,,0.946074,0.489554,0.396789,,0.572479,0.494136,0.417651,,0.590364,0.568037,0.810924,1.0,0.857767,0.759786,0.582797,0.590227,-0.533247,-0.775883,0.399649,-0.005841,-0.509243,0.001847,-0.002386,,0.009675,-0.369183,0.369183,-0.369183,0.008778,0.028484,0.028996,0.000323,0.007076,0.005743,-0.062333,0.062333,-0.062333,-0.02616,-0.034921,-0.057672,-0.066924,,-0.039522,,0.024606,-0.498215,-0.038265,-0.203229,0.533819,0.571738,,0.81066,0.991136,0.190855,0.754973,-0.52924,,-0.637241,-0.123993,-0.108748,-0.184352,0.004698,-0.113387,,-0.304391,,-0.02809,,-0.003425,-0.019671,-0.206999,-0.04196,,-0.023031,-0.154515,-0.641062,0.555799,-0.387842,0.090845,0.136314,-0.042654,,-0.31152,-0.006218
q158_open_close_3h,,,0.027638,0.006065,,,-0.008216,-0.64638,-0.554828,,-0.347639,0.057683,-0.071508,-0.252949,0.205453,-0.284191,,-0.066459,-5.5e-05,-0.4923,0.064969,-0.144463,,-0.021438,-0.397853,-0.622696,,-0.465982,,-0.882571,-0.221667,,-0.415978,,,-0.383583,-0.230079,-0.273126,0.999439,-0.306906,0.292375,-0.293435,-0.234437,-0.236999,0.197541,0.521859,0.727604,0.906128,0.927915,-0.064985,0.233854,-0.235705,0.272663,-0.098772,0.054226,0.057347,-0.4923,-0.347279,-0.370196,-0.25629,-0.177577,-0.071039,0.3056,0.564557,0.742102,0.901372,0.928231,0.883926,0.70626,,0.907066,0.529655,0.436881,,0.581912,0.543549,0.468002,,0.61439,0.487109,0.69208,0.857767,1.0,0.888814,0.65736,0.662092,-0.584182,-0.789065,0.465441,-0.004424,-0.554763,-0.007011,-0.007914,,-0.001849,-0.425921,0.425921,-0.425921,0.020078,0.026243,0.038937,0.037315,0.013714,0.015329,-0.07478,0.07478,-0.07478,-0.02556,-0.046408,-0.076255,-0.081121,,-0.064985,,0.010944,-0.452056,-0.044236,-0.23526,0.622696,0.492757,,0.695969,0.857744,0.221667,0.882571,-0.590274,,-0.689926,-0.102998,-0.121011,-0.139821,0.007643,-0.153874,,-0.351082,,-0.050041,,-0.004081,-0.026034,-0.247341,-0.053904,,-0.031025,-0.17539,-0.708416,0.598829,-0.333479,0.083436,0.109729,-0.046527,,-0.267352,-0.009368
q158_open_close_4h,,,0.035383,0.010689,,,-0.007924,-0.680054,-0.589774,,-0.310673,0.065057,-0.071944,-0.279055,0.224414,-0.361834,,-0.071979,-0.008134,-0.443241,0.060803,-0.171755,,-0.041827,-0.536517,-0.703094,,-0.526055,,-0.988821,-0.252461,,-0.465292,,,-0.418513,-0.26781,-0.356725,0.888754,-0.341979,0.325639,-0.327122,-0.273489,-0.276204,0.156198,0.451073,0.635754,0.786869,0.92526,-0.079311,0.277562,-0.282242,0.325065,-0.109861,0.051289,0.064737,-0.443241,-0.310352,-0.323973,-0.221241,-0.179877,-0.071418,0.283409,0.51119,0.664083,0.797002,0.921967,0.924832,0.772146,,0.806762,0.558445,0.47075,,0.551247,0.580934,0.508413,,0.596659,0.437347,0.616213,0.759786,0.888814,1.0,0.709666,0.71164,-0.623563,-0.769259,0.525127,-0.00079,-0.5897,-0.014101,-0.012731,,-0.028804,-0.475523,0.475523,-0.475523,0.030817,0.027298,0.034433,0.045162,0.048241,0.025272,-0.082289,0.082289,-0.082289,-0.024698,-0.059396,-0.095241,-0.090307,,-0.079311,,-0.015748,-0.409818,-0.049497,-0.260266,0.703094,0.443711,,0.622081,0.76341,0.252461,0.988821,-0.639472,,-0.724896,-0.091192,-0.130869,-0.115198,0.007117,-0.187627,,-0.392868,,-0.07306,,-0.005743,-0.03216,-0.283041,-0.061265,,-0.040244,-0.198663,-0.761368,0.630163,-0.297595,0.076581,0.089223,-0.049975,,-0.234941,-0.012702
q158_qtld_20h,,,0.09584,0.065181,,,0.026793,-0.720067,-0.673644,,-0.250607,0.056525,-0.068149,-0.396239,0.036439,-0.708283,,0.048627,0.014943,-0.361206,-0.082026,-0.130007,,-0.240927,-0.848286,-0.864748,,-0.833863,,-0.726108,-0.444595,,-0.693035,,,-0.547595,-0.442279,-0.75505,0.657568,-0.508983,0.475936,-0.495812,-0.449639,-0.406963,-0.029127,0.255205,0.407429,0.512585,0.586461,-0.272596,0.479892,-0.48308,0.5592,-0.29805,-0.090604,0.056703,-0.361206,-0.250334,-0.255498,-0.173308,-0.301274,-0.067288,0.37392,0.498678,0.592022,0.673376,0.735431,0.805598,0.913971,,0.61557,0.267225,0.330789,,0.179601,0.769797,0.857479,,0.602642,0.34941,0.484819,0.582797,0.65736,0.709666,1.0,0.683587,-0.686111,-0.375698,0.79232,-0.14322,-0.673698,-0.333895,-0.400002,,-0.241966,-0.690947,0.690947,-0.690947,0.037361,0.018988,0.013662,0.003289,-0.011492,0.000219,-0.139449,0.139449,-0.139449,-0.089916,-0.329517,-0.184237,-0.092482,,-0.272596,,-0.262116,-0.214108,-0.112372,-0.348084,0.864748,0.361635,,0.499919,0.598724,0.444595,0.726108,-0.770948,,-0.751448,-0.027696,-0.192549,-0.070774,-0.087159,-0.200887,,-0.568221,,-0.314387,,-0.190632,-0.023381,-0.43994,-0.060153,,-0.367647,-0.285272,-0.848435,0.644167,-0.241123,0.073627,0.035325,-0.293197,,-0.181917,-0.058585
q158_qtlu_20h,,,-0.003122,-0.029645,,,-0.027189,-0.734365,-0.709045,,-0.25691,0.054903,-0.047556,-0.436115,0.502436,-0.658764,,-0.157458,-0.169443,-0.36095,0.140318,-0.135184,,-0.192475,-0.786122,-0.794357,,-0.724486,,-0.702287,-0.353849,,-0.694445,,,-0.569041,-0.438991,-0.74853,0.662151,-0.514923,0.499327,-0.483586,-0.454058,-0.361548,0.198479,0.40791,0.535975,0.631577,0.701828,0.036603,0.489746,-0.487915,0.567729,0.012959,0.133441,0.054341,-0.36095,-0.256638,-0.26011,-0.186912,-0.071795,-0.047412,0.152864,0.360919,0.478262,0.562784,0.623552,0.805482,0.910931,,0.623308,0.676002,0.801445,,0.469986,0.371449,0.407033,,0.317122,0.357654,0.493594,0.590227,0.662092,0.71164,0.683587,1.0,-0.703202,-0.380889,0.783856,0.2076,-0.708733,0.189434,0.35452,,0.050785,-0.713251,0.713251,-0.713251,0.083618,0.027856,0.047159,0.061857,0.080296,0.101671,-0.055319,0.055319,-0.055319,0.062238,0.039806,-0.119873,-0.118951,,0.036603,,0.098513,-0.461498,-0.001301,-0.347568,0.794357,0.36128,,0.496159,0.591103,0.353849,0.702287,-0.793966,,-0.780573,-0.015457,-0.164322,-0.055515,0.063698,-0.200826,,-0.574582,,0.050932,,0.098949,-0.066835,-0.448911,-0.086161,,0.170295,-0.242033,-0.879492,0.67787,-0.248023,0.061919,0.024576,0.117076,,-0.196857,-0.00646
q158_rank_close_20h,,,-0.023489,-0.00071,,,-0.009476,0.959004,0.920487,,0.394143,-0.073771,0.078985,0.460176,-0.200209,0.508842,,0.049486,0.103261,0.354902,-0.055642,0.127803,,0.136635,0.635378,0.677203,,0.589086,,0.608668,0.292585,,0.735837,,,0.629593,0.428937,0.580981,-0.584329,0.579829,-0.550357,0.55657,0.440633,0.309119,-0.138033,-0.345298,-0.449384,-0.520783,-0.573368,0.051772,-0.57867,0.579522,-0.672564,0.065216,-0.051227,-0.073277,0.354902,0.39396,0.262677,0.288573,0.131386,0.078387,-0.220855,-0.395078,-0.486182,-0.547468,-0.594386,-0.706991,-0.760433,,-0.568124,-0.458136,-0.522591,,-0.338048,-0.505178,-0.55182,,-0.404742,-0.352869,-0.462811,-0.533247,-0.584182,-0.623563,-0.686111,-0.703202,1.0,0.388471,-0.627903,-0.050282,0.92048,0.016897,-0.013139,,0.032805,0.740798,-0.740798,0.740798,-0.045082,-0.020654,-0.022636,-0.024201,-0.028358,-0.02846,0.069506,-0.069506,0.069506,0.011877,0.08641,0.105579,0.089901,,0.051772,,0.031346,0.342185,0.043967,0.26599,-0.677203,-0.355517,,-0.461507,-0.528808,-0.292585,-0.608668,0.850172,,0.920274,0.062489,0.220182,0.127961,-0.004982,0.129928,,0.592956,,0.063574,,0.041238,0.028873,0.426606,0.05849,,0.044412,0.167926,0.794584,-0.904671,0.30857,-0.044945,-0.054582,0.029987,,0.232219,0.028252
q158_resi_20h,,,-0.002704,0.01274,,,0.014059,0.455109,0.320904,,0.411006,-0.056269,0.069124,0.030714,-0.082792,-0.112852,,0.084218,-0.072936,0.563877,-0.097893,0.1239,,-0.19952,0.074181,0.469578,,0.05456,,0.761858,0.006344,,0.04534,,,0.133533,-0.024601,-0.174112,-0.789188,0.030354,-0.028696,0.029252,-0.027485,0.073678,-0.295035,-0.598112,-0.726493,-0.776808,-0.781465,0.007093,0.050813,-0.042869,0.054399,0.045711,-0.085774,-0.055891,0.563877,0.410608,0.448522,0.312923,0.128429,0.068795,-0.318452,-0.593397,-0.706727,-0.752251,-0.755688,-0.781424,-0.414286,,-0.823313,-0.520498,-0.224456,,-0.569593,-0.473809,-0.232015,,-0.535817,-0.561861,-0.712068,-0.775883,-0.789065,-0.769259,-0.375698,-0.380889,0.388471,1.0,-0.041126,0.039831,0.320916,-0.041357,0.003798,,-0.029638,0.053598,-0.053598,0.053598,0.017085,-0.015501,-0.015863,-0.014948,-0.016773,0.020732,0.034717,-0.034717,0.034717,0.041689,-0.05655,0.014875,0.036446,,0.007093,,-0.045173,0.490974,0.031635,0.064837,-0.469578,-0.564515,,-0.711451,-0.772479,-0.006344,-0.761858,0.299845,,0.488677,0.107439,0.030352,0.217764,0.002626,0.119915,,0.052833,,-0.002554,,-0.036325,0.010558,-0.000975,0.019507,,-0.02806,0.046322,0.449972,-0.473058,0.386586,-0.089765,-0.159479,0.014698,,0.314835,-0.012672
q158_roc_20h,,,0.064372,0.041499,,,0.008256,-0.642584,-0.67248,,-0.160746,0.03629,-0.040214,-0.519307,0.317738,-0.882873,,0.001512,-0.11947,-0.235641,-0.001464,-0.105608,,-0.421359,-0.863042,-0.726077,,-0.975168,,-0.530368,-0.49968,,-0.871596,,,-0.637192,-0.580711,-0.908934,0.46551,-0.643897,0.613549,-0.615671,-0.595778,-0.428269,0.015498,0.190347,0.295036,0.377805,0.448879,-0.122529,0.60362,-0.595719,0.696432,-0.138679,-0.006648,0.03623,-0.235641,-0.16056,-0.159072,-0.11245,-0.164202,-0.039738,0.19791,0.299174,0.37219,0.437658,0.497554,0.621779,0.863463,,0.422897,0.334772,0.579353,,0.180033,0.461444,0.64209,,0.334227,0.228657,0.323012,0.399649,0.465441,0.525127,0.79232,0.783856,-0.627903,-0.041126,1.0,0.054833,-0.672309,-0.094054,-0.026545,,-0.104678,-0.8799,0.8799,-0.8799,0.069613,0.018283,0.023555,0.027032,0.0307,0.065874,-0.101991,0.101991,-0.101991,0.011719,-0.217766,-0.1659,-0.106077,,-0.122529,,-0.100215,-0.180631,-0.055426,-0.428673,0.726077,0.235918,,0.331808,0.408151,0.49968,0.530368,-0.808216,,-0.689273,0.003322,-0.217321,0.002404,-0.016996,-0.148056,,-0.713684,,-0.137532,,-0.075783,-0.037086,-0.573435,-0.075566,,-0.131473,-0.323624,-0.791758,0.534912,-0.159356,0.039385,0.002956,-0.086762,,-0.115066,-0.047838
q158_rsqr_20h,,,0.00604,-0.006439,,,-0.024464,-0.043318,-0.067069,,0.001834,0.021262,0.01054,-0.033673,0.024861,-0.037091,,-0.012916,-0.114332,0.005712,0.059428,-0.013136,,-0.024924,-0.018884,0.002084,,-0.003653,,0.003181,-0.007843,,-0.06463,,,-0.051097,-0.081321,-0.060827,-0.004473,-0.052399,0.056246,-0.043721,-0.082029,0.007278,0.021901,0.012064,0.011481,0.012907,0.014605,0.043705,0.033999,-0.084869,0.069037,0.044625,0.060279,0.02044,0.005712,0.00184,0.013316,0.005464,0.039296,0.009826,-0.041966,-0.03042,-0.029297,-0.029256,-0.026198,0.003567,0.033309,,-0.006197,0.097748,0.212659,,0.026002,-0.102181,-0.167203,,-0.052011,-0.005868,-0.006362,-0.005841,-0.004424,-0.00079,-0.14322,0.2076,-0.050282,0.039831,0.054833,1.0,-0.066695,0.132298,0.397156,,0.013567,-0.081512,0.081512,-0.081512,-0.028226,0.009911,0.030126,0.034981,0.042886,0.006204,0.054876,-0.054876,0.054876,0.063406,0.12638,0.097397,0.014792,,0.043705,,0.04399,-0.070703,0.004511,-0.041234,-0.002084,-0.00562,,-0.005614,-0.005074,0.007843,-0.003181,-0.066172,,-0.061195,0.011195,-0.03651,0.014167,0.008378,0.002595,,-0.06652,,0.03242,,0.012586,0.031992,-0.078823,0.01643,,0.020844,0.008033,-0.032786,0.052156,-0.000451,0.000895,-0.008924,0.046685,,-0.001534,0.00191
q158_rsv_20h,,,0.001177,0.020666,,,-0.005511,0.922984,0.999983,,0.372601,-0.039397,0.044478,0.53127,-0.239262,0.52648,,0.091636,0.133931,0.353122,-0.027684,0.126006,,0.12291,0.645081,0.655377,,0.629334,,0.575556,0.266534,,0.787417,,,0.653557,0.400592,0.620726,-0.554819,0.60624,-0.574911,0.582441,0.412371,0.189746,-0.170978,-0.353645,-0.442017,-0.504053,-0.549559,0.034515,-0.610477,0.617144,-0.712883,0.048379,-0.023337,-0.038917,0.353122,0.372427,0.293034,0.294833,0.080289,0.043953,-0.229645,-0.386833,-0.466524,-0.521575,-0.563318,-0.674836,-0.75831,,-0.545285,-0.481563,-0.593942,,-0.356095,-0.506949,-0.594868,,-0.404633,-0.351516,-0.447373,-0.509243,-0.554763,-0.5897,-0.673698,-0.708733,0.92048,0.320916,-0.672309,-0.066695,1.0,0.000347,-0.03964,,0.017329,0.790786,-0.790786,0.790786,-0.043768,-0.022036,-0.020067,-0.021383,-0.02416,-0.034194,0.063297,-0.063297,0.063297,0.014876,0.079747,0.099858,0.087126,,0.034515,,0.017045,0.195921,0.051788,0.286115,-0.655377,-0.353453,,-0.445449,-0.504491,-0.266534,-0.575556,0.849376,,0.898836,0.058488,0.214634,0.112605,-0.024771,0.126448,,0.622726,,0.045695,,0.054151,0.027337,0.399258,0.055676,,0.024254,0.176901,0.818823,-0.925969,0.298181,-0.042409,-0.055744,0.018151,,0.221479,0.03367
q158_std_10h,,,-0.189312,-0.126183,,,-0.052048,0.018305,-1.2e-05,,-0.002165,-0.032656,-0.011678,-0.001224,0.590357,0.148553,,-0.2086,-0.225457,0.010859,0.359809,0.00639,,0.082743,0.168707,0.182448,,0.205327,,0.095207,0.155227,,0.069934,,,0.021443,0.071513,0.106805,-0.007308,0.049463,-0.02919,0.065401,0.060103,0.086412,0.423143,0.287936,0.232323,0.197428,0.165438,0.576411,-0.156362,-0.084588,-0.041625,0.579234,0.361138,-0.033417,0.010859,-0.002164,-0.001667,-0.009511,0.373225,-0.012447,-0.415186,-0.272062,-0.226804,-0.203644,-0.184022,-0.03016,-0.074945,,0.00201,0.676242,0.508847,,0.612366,-0.660314,-0.553085,,-0.590891,0.012675,0.007533,0.001847,-0.007011,-0.014101,-0.333895,0.189434,0.016897,-0.041357,-0.094054,0.132298,0.000347,1.0,0.759743,,0.750484,0.05742,-0.05742,0.05742,-0.108533,0.044006,0.078977,0.088788,0.092737,0.002883,0.247293,-0.247293,0.247293,0.244407,0.408153,0.423774,0.158096,,0.576411,,0.769591,0.210203,0.196235,0.049695,-0.182448,-0.011131,,-0.030964,-0.051391,-0.155227,-0.095207,0.044032,,0.022923,0.006335,0.042588,0.001356,0.186701,0.079682,,0.064252,,0.739187,,0.373259,0.217879,0.053931,0.157582,,0.719497,0.039865,0.021817,0.010245,-0.006526,-0.025797,0.033498,0.625929,,-0.009479,0.06824
q158_std_20h,,,-0.167238,-0.158166,,,-0.070816,-0.00602,-0.040132,,-0.003828,-0.015732,0.020521,-0.045063,0.682976,0.079716,,-0.281321,-0.236254,0.010984,0.326313,-0.002324,,0.069099,0.103195,0.120529,,0.166247,,0.064489,0.136246,,0.015649,,,-0.018866,0.020869,0.02418,-0.008152,0.008029,0.015889,0.031449,0.009273,0.082347,0.357797,0.234588,0.189163,0.162711,0.141217,0.489373,-0.004403,-0.001333,-0.001782,0.492466,0.328416,-0.016718,0.010984,-0.00383,-0.000679,-0.016561,0.346115,0.019577,-0.352413,-0.229746,-0.1917,-0.174957,-0.161866,-0.019187,-0.024533,,-0.002355,0.579923,0.665237,,0.465202,-0.569471,-0.634243,,-0.460971,0.005622,0.001849,-0.002386,-0.007914,-0.012731,-0.400002,0.35452,-0.013139,0.003798,-0.026545,0.397156,-0.03964,0.759743,1.0,,0.537429,-0.011373,0.011373,-0.011373,0.042086,0.018748,0.048981,0.064112,0.081013,0.134569,0.153947,-0.153947,0.153947,0.253257,0.517425,0.14524,0.014669,,0.489373,,0.600949,0.057115,0.197173,0.009897,-0.120529,-0.011103,,-0.024436,-0.037214,-0.136246,-0.064489,-0.011306,,-0.021442,0.010969,0.04587,0.017857,0.21194,0.001402,,0.00974,,0.57709,,0.423437,-0.018084,0.005178,0.014637,,0.790919,0.057615,-0.03244,0.037454,-0.005504,-0.025054,-0.010613,0.64164,,-0.015591,0.073947
q158_std_30h,-0.051575,,,,,-0.065991,,,,,,,,,,,-0.131432,,,,,,0.034419,,,,,,0.113334,,,-0.102152,,,-0.060127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118695,,,,0.713495,,,,-0.620397,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.912051,,,,,,,-0.057722,,,,,,-0.038664,,,,,,,0.425623,,0.753504,,0.668714,,,,,,,,,,,,,,-0.061722,,
q158_std_5h,,,-0.157471,-0.106348,,,-0.042148,0.032785,0.017064,,0.004887,-0.088519,-0.064993,0.014245,0.513846,0.146201,,-0.157375,-0.172117,0.028987,0.356234,0.0141,,0.077314,0.176329,0.17415,,0.191776,,0.118718,0.149578,,0.080491,,,0.033223,0.076931,0.125273,-0.002047,0.059751,-0.041504,0.072696,0.066406,0.083721,0.494637,0.32912,0.256768,0.191136,0.102774,0.682356,-0.167508,-0.074306,-0.054084,0.685249,0.356102,-0.089116,0.028987,0.004877,0.014598,-0.004251,0.370073,-0.06564,-0.498712,-0.321259,-0.237515,-0.174543,-0.122339,-0.045595,-0.098754,,0.005588,0.528116,0.391581,,0.669617,-0.531603,-0.460845,,-0.623522,0.006014,0.009092,0.009675,-0.001849,-0.028804,-0.241966,0.050785,0.032805,-0.029638,-0.104678,0.013567,0.017329,0.750484,0.537429,,1.0,0.072706,-0.072706,0.072706,-0.234949,0.040295,0.035004,-0.02464,-0.109429,-0.110706,0.342713,-0.342713,0.342713,0.213789,0.314079,0.475682,0.328608,,0.682356,,0.925397,0.425848,0.175481,0.04993,-0.17415,-0.029222,,-0.049535,-0.071499,-0.149578,-0.118718,0.064774,,0.045508,-0.012858,0.03958,-0.011111,0.167409,0.06284,,0.077897,,0.817825,,0.315485,0.390715,0.059685,0.328091,,0.631291,0.031543,0.056129,-0.007831,0.003327,-0.033049,0.045873,0.572316,,0.002246,0.05823
q158_sumd_20h,,,-0.053286,-0.027614,,,-0.010102,0.758264,0.790924,,0.195688,-0.046156,0.042815,0.582073,-0.283005,0.753482,,0.01768,0.183989,0.221424,-0.021453,0.123797,,0.346103,0.746726,0.628822,,0.83009,,0.471502,0.41708,,0.991804,,,0.714596,0.629971,0.797795,-0.426029,0.738251,-0.70202,0.707338,0.644029,0.451312,-0.040296,-0.195083,-0.283593,-0.35411,-0.413514,0.082288,-0.708974,0.69676,-0.81628,0.093498,-0.017694,-0.045944,0.221424,0.195525,0.150821,0.138487,0.127753,0.042318,-0.16411,-0.26754,-0.337653,-0.396452,-0.448436,-0.56085,-0.767948,,-0.391582,-0.321512,-0.535585,,-0.185367,-0.404173,-0.562354,,-0.293586,-0.217691,-0.30283,-0.369183,-0.425921,-0.475523,-0.690947,-0.713251,0.740798,0.053598,-0.8799,-0.081512,0.790786,0.05742,-0.011373,,0.072706,1.0,-1.0,1.0,-0.062374,-0.024045,-0.027391,-0.028755,-0.031317,-0.053037,0.089625,-0.089625,0.089625,-0.014232,0.164723,0.144096,0.105447,,0.082288,,0.066708,0.244767,0.048507,0.453508,-0.628822,-0.221724,,-0.306054,-0.371611,-0.41708,-0.471502,0.897594,,0.79351,0.001918,0.265219,0.003182,-0.00235,0.109713,,0.811843,,0.094854,,0.077703,0.027307,0.622153,0.075857,,0.089254,0.241689,0.736184,-0.634234,0.168512,-0.03371,-0.006591,0.050382,,0.117343,0.048762
q158_sumn_20h,,,0.053286,0.027614,,,0.010102,-0.758264,-0.790924,,-0.195688,0.046156,-0.042815,-0.582073,0.283005,-0.753482,,-0.01768,-0.183989,-0.221424,0.021453,-0.123797,,-0.346103,-0.746726,-0.628822,,-0.83009,,-0.471502,-0.41708,,-0.991804,,,-0.714596,-0.629971,-0.797795,0.426029,-0.738251,0.70202,-0.707338,-0.644029,-0.451312,0.040296,0.195083,0.283593,0.35411,0.413514,-0.082288,0.708974,-0.69676,0.81628,-0.093498,0.017694,0.045944,-0.221424,-0.195525,-0.150821,-0.138487,-0.127753,-0.042318,0.16411,0.26754,0.337653,0.396452,0.448436,0.56085,0.767948,,0.391582,0.321512,0.535585,,0.185367,0.404173,0.562354,,0.293586,0.217691,0.30283,0.369183,0.425921,0.475523,0.690947,0.713251,-0.740798,-0.053598,0.8799,0.081512,-0.790786,-0.05742,0.011373,,-0.072706,-1.0,1.0,-1.0,0.062374,0.024044,0.027391,0.028755,0.031317,0.053037,-0.089625,0.089625,-0.089625,0.014232,-0.164722,-0.144096,-0.105447,,-0.082288,,-0.066708,-0.244767,-0.048507,-0.453508,0.628822,0.221724,,0.306054,0.371611,0.41708,0.471502,-0.897594,,-0.79351,-0.001918,-0.265219,-0.003182,0.00235,-0.109713,,-0.811843,,-0.094854,,-0.077703,-0.027307,-0.622153,-0.075857,,-0.089254,-0.241689,-0.736184,0.634234,-0.168512,0.03371,0.006591,-0.050382,,-0.117343,-0.048762
q158_sump_20h,,,-0.053286,-0.027614,,,-0.010102,0.758264,0.790924,,0.195688,-0.046156,0.042815,0.582073,-0.283005,0.753482,,0.01768,0.183989,0.221424,-0.021453,0.123797,,0.346103,0.746726,0.628822,,0.83009,,0.471502,0.41708,,0.991804,,,0.714596,0.629971,0.797795,-0.426029,0.738251,-0.70202,0.707338,0.644029,0.451312,-0.040296,-0.195083,-0.283593,-0.35411,-0.413514,0.082288,-0.708974,0.69676,-0.81628,0.093498,-0.017694,-0.045944,0.221424,0.195525,0.150821,0.138487,0.127753,0.042318,-0.16411,-0.26754,-0.337653,-0.396452,-0.448436,-0.56085,-0.767948,,-0.391582,-0.321512,-0.535584,,-0.185367,-0.404173,-0.562354,,-0.293586,-0.217691,-0.30283,-0.369183,-0.425921,-0.475523,-0.690947,-0.713251,0.740798,0.053598,-0.8799,-0.081512,0.790786,0.05742,-0.011373,,0.072706,1.0,-1.0,1.0,-0.062374,-0.024045,-0.027391,-0.028755,-0.031317,-0.053037,0.089625,-0.089625,0.089625,-0.014232,0.164723,0.144096,0.105447,,0.082288,,0.066708,0.244767,0.048507,0.453508,-0.628822,-0.221724,,-0.306054,-0.371611,-0.41708,-0.471502,0.897594,,0.79351,0.001918,0.265219,0.003182,-0.00235,0.109713,,0.811843,,0.094854,,0.077703,0.027307,0.622153,0.075857,,0.089254,0.241689,0.736184,-0.634234,0.168512,-0.03371,-0.006591,0.050382,,0.117343,0.048762
