factor_id,horizon,horizon_hours,overlap_warning,return_robust_class,return_mean,naive_t_stat,robust_t_stat,robust_standard_error,nw_lag,n_periods,effective_n_proxy,tstat_inflation_ratio,bootstrap_mean,bootstrap_ci_low,bootstrap_ci_high,bootstrap_sign_consistency,status
q158_rsv_20h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_POSITIVE,0.001451,1.926953,2.144544,0.000677,5,25,30.964764,0.898537,0.000922,8.3e-05,0.001963,0.985,COMPUTED
q158_rsv_20h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_POSITIVE,0.003838,2.316376,2.727744,0.001407,5,25,34.668032,0.849191,0.003133,0.000319,0.005914,0.988,COMPUTED
q158_std_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-8e-05,-1.386795,-1.145783,7e-05,1,25,17.065545,1.210347,-7.5e-05,-0.000233,8.2e-05,0.8095,COMPUTED
q158_std_20h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000304,-1.415858,-1.013672,0.0003,4,25,12.814317,1.396762,-0.000294,-0.000851,0.000295,0.828,COMPUTED
q158_std_20h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.001882,-1.639649,-1.388417,0.001355,5,25,17.925772,1.180949,-0.002115,-0.004585,0.000393,0.946,COMPUTED
q158_std_20h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.004725,-1.428266,-1.286555,0.003673,5,25,20.285155,1.110148,-0.005201,-0.012085,0.001662,0.922,COMPUTED
q158_sumd_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_ROBUST_POSITIVE,0.000109,2.360879,2.299933,4.8e-05,1,25,23.725923,1.026499,0.000108,3e-06,0.000231,0.9765,COMPUTED
q158_sumd_20h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_POSITIVE,0.000477,2.678718,2.960406,0.000161,4,25,30.534347,0.904848,0.000451,0.000169,0.000799,1.0,COMPUTED
q158_sumd_20h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_POSITIVE,0.002097,2.179869,2.608659,0.000804,5,25,35.80256,0.835628,0.001477,0.0002,0.002859,0.99,COMPUTED
q158_sumd_20h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_POSITIVE,0.005297,2.765314,3.31119,0.0016,5,25,35.844222,0.835142,0.004944,0.001692,0.008085,0.999,COMPUTED
qvol_ma_ratio_20_80,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,4.4e-05,1.058066,0.928138,4.8e-05,1,25,19.237084,1.139988,2.5e-05,-5.1e-05,0.000117,0.708,COMPUTED
qvol_ma_ratio_20_80,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000107,0.644315,0.546596,0.000195,4,25,17.991889,1.178777,3.9e-05,-0.000267,0.000388,0.58,COMPUTED
qvol_ma_ratio_20_80,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000319,0.392725,0.463477,0.000688,5,25,34.819364,0.847344,0.000211,-0.001117,0.001625,0.6175,COMPUTED
qvol_ma_ratio_20_80,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.001068,0.619774,0.703187,0.001519,5,25,32.1821,0.881379,0.000799,-0.002038,0.004075,0.6855,COMPUTED
qvol_ma_ratio_5_20,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,7.1e-05,1.800975,1.668493,4.2e-05,1,25,21.457216,1.079402,6.1e-05,-1.2e-05,0.000124,0.948,COMPUTED
qvol_ma_ratio_5_20,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000234,1.805872,1.985903,0.000118,4,25,30.233041,0.909346,0.00019,-5.5e-05,0.00039,0.933,COMPUTED
qvol_ma_ratio_5_20,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000203,0.413929,0.429396,0.000474,5,25,26.903221,0.96398,3e-05,-0.000743,0.000851,0.5205,COMPUTED
qvol_ma_ratio_5_20,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000858,0.836908,0.990323,0.000867,5,25,35.005598,0.845087,0.000923,-0.000818,0.003081,0.819,COMPUTED
qvol_zscore_20h,1h,1,NO_MAJOR_OVERLAP,NAIVE_ONLY_RETURN_SIGNIFICANT,7.7e-05,2.077016,1.942514,4e-05,1,25,21.866978,1.069241,7.1e-05,1.4e-05,0.000134,0.9975,COMPUTED
qvol_zscore_20h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_POSITIVE,0.000169,1.715613,2.569715,6.6e-05,4,25,56.088153,0.667628,0.000171,5.9e-05,0.000317,1.0,COMPUTED
qvol_zscore_20h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000518,1.678731,1.662438,0.000312,5,25,24.517082,1.009801,0.000413,-6.1e-05,0.00095,0.9485,COMPUTED
qvol_zscore_20h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.001196,1.310544,1.639391,0.00073,5,25,39.120249,0.799409,0.001182,-0.000201,0.002931,0.9425,COMPUTED
qvol_zscore_48h,1h,1,NO_MAJOR_OVERLAP,RETURN_ROBUST_POSITIVE,9.3e-05,2.440495,2.173618,4.3e-05,1,25,19.831281,1.12278,8.3e-05,1.3e-05,0.000159,0.9935,COMPUTED
qvol_zscore_48h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000209,1.835448,1.844609,0.000113,4,25,25.250199,0.995033,0.000166,-1.4e-05,0.000387,0.9665,COMPUTED
qvol_zscore_48h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000519,0.99964,1.024965,0.000506,5,25,26.282766,0.975292,0.000294,-0.00056,0.001191,0.744,COMPUTED
qvol_zscore_48h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.001731,1.237867,1.520796,0.001138,5,25,37.734112,0.81396,0.001558,-0.000566,0.004101,0.9145,COMPUTED
range_1h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000111,1.885707,1.543309,7.2e-05,1,25,16.745469,1.22186,9.2e-05,-6.5e-05,0.000239,0.8785,COMPUTED
range_1h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000382,1.723462,1.336968,0.000285,4,25,15.044523,1.289083,0.00035,-0.00023,0.000927,0.8765,COMPUTED
range_1h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.001903,1.671013,1.291298,0.001474,5,25,14.929093,1.294057,0.001853,-0.000968,0.004723,0.8895,COMPUTED
range_1h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.005503,1.551005,1.300193,0.004232,5,25,17.568279,1.192904,0.005888,-0.002073,0.014412,0.9145,COMPUTED
range_24h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,9e-05,1.672833,1.41093,6.4e-05,1,25,17.784668,1.185624,9.2e-05,-4.4e-05,0.000226,0.9,COMPUTED
range_24h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000344,1.706798,1.290013,0.000267,4,25,14.281175,1.323086,0.00038,-0.000114,0.000887,0.9255,COMPUTED
range_24h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.002231,1.85607,1.458889,0.001529,5,25,15.445283,1.272249,0.002479,-0.000273,0.005238,0.9595,COMPUTED
range_24h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.005834,1.5603,1.310468,0.004452,5,25,17.635057,1.190643,0.00622,-0.001799,0.0147,0.921,COMPUTED
range_4h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,0.0001,1.852049,1.566316,6.4e-05,1,25,17.8811,1.182423,9.3e-05,-5.4e-05,0.000238,0.8875,COMPUTED
range_4h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000349,1.642559,1.2006,0.00029,4,25,13.356556,1.368116,0.000344,-0.000229,0.000944,0.871,COMPUTED
range_4h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.002083,1.803251,1.352954,0.00154,5,25,14.073223,1.332825,0.002081,-0.000759,0.004995,0.9105,COMPUTED
range_4h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.005808,1.606055,1.329643,0.004368,5,25,17.1352,1.207885,0.006292,-0.001839,0.014928,0.927,COMPUTED
range_breakout_vol_confirm_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000123,0.745442,0.824714,0.00015,1,25,30.599833,0.903879,7.6e-05,-0.000217,0.00038,0.6745,COMPUTED
range_breakout_vol_confirm_20h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000321,0.625175,0.716023,0.000448,4,25,32.793761,0.873121,0.000302,-0.000673,0.001157,0.7415,COMPUTED
range_breakout_vol_confirm_20h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000882,-0.76784,-0.585413,0.001506,5,25,14.531933,1.311621,-0.000929,-0.004163,0.001849,0.6995,COMPUTED
range_breakout_vol_confirm_20h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.0003,0.128101,0.127036,0.002358,5,25,24.586156,1.008381,0.001096,-0.003552,0.005789,0.665,COMPUTED
realized_kurt_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-2.1e-05,-0.805453,-0.74153,2.9e-05,1,25,21.18928,1.086205,-2e-05,-7.8e-05,2.7e-05,0.7475,COMPUTED
realized_kurt_20h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-4.6e-05,-0.46762,-0.404903,0.000114,4,25,18.743769,1.154892,-2.8e-05,-0.000252,0.000168,0.5775,COMPUTED
realized_kurt_20h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-2e-05,-0.03545,-0.034522,0.000579,5,25,23.708147,1.026884,-0.00025,-0.001109,0.000682,0.718,COMPUTED
realized_kurt_20h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.001048,-0.848358,-0.960219,0.001092,5,25,32.027402,0.883505,-0.001864,-0.003446,0.000256,0.9615,COMPUTED
realized_skew_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_ROBUST_POSITIVE,7.8e-05,2.67263,2.76693,2.8e-05,1,25,26.795299,0.965919,6.6e-05,1.4e-05,0.000124,0.9975,COMPUTED
realized_skew_20h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_POSITIVE,0.000187,1.556034,2.071788,9e-05,4,25,44.319267,0.751058,0.00016,1.2e-05,0.000343,0.983,COMPUTED
realized_skew_20h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000241,0.420902,0.585346,0.000412,5,25,48.350788,0.719065,4.6e-05,-0.000546,0.000723,0.533,COMPUTED
realized_skew_20h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000429,-0.270406,-0.503094,0.000853,5,25,86.537684,0.537486,-0.000124,-0.001844,0.001613,0.5475,COMPUTED
rev_10h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-2.7e-05,-0.657371,-0.693942,3.9e-05,1,25,27.85898,0.9473,-2.3e-05,-0.000112,5.4e-05,0.6645,COMPUTED
rev_10h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.000313,-2.205159,-3.353815,9.3e-05,4,25,57.828001,0.657508,-0.000322,-0.000499,-0.000128,1.0,COMPUTED
rev_10h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.001464,-2.117122,-2.397586,0.000611,5,25,32.062452,0.883022,-0.000997,-0.0019,-0.000223,0.994,COMPUTED
rev_10h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.003947,-2.538781,-2.758722,0.001431,5,25,29.519258,0.920274,-0.003698,-0.006712,-0.001013,1.0,COMPUTED
rev_1h,1h,1,NO_MAJOR_OVERLAP,RETURN_ROBUST_POSITIVE,0.00012,2.134186,2.027321,5.9e-05,1,25,22.559042,1.052712,0.00013,2e-06,0.000251,0.976,COMPUTED
rev_1h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,5.9e-05,0.43077,0.539138,0.00011,4,25,39.160629,0.798997,2.2e-05,-0.000197,0.000239,0.568,COMPUTED
rev_1h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000338,-1.291976,-1.500973,0.000225,5,25,33.742499,0.860759,-0.000262,-0.000763,0.000165,0.8575,COMPUTED
rev_1h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.00141,-2.131871,-2.723124,0.000518,5,25,40.789944,0.782877,-0.001292,-0.002613,-0.000184,0.988,COMPUTED
rev_24h,1h,1,NO_MAJOR_OVERLAP,RETURN_ROBUST_NEGATIVE,-8.8e-05,-2.353496,-2.176461,4.1e-05,1,25,21.380351,1.081341,-7.8e-05,-0.000177,-0.0,0.977,COMPUTED
rev_24h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.000362,-2.274804,-2.317366,0.000156,4,25,25.944269,0.981633,-0.00029,-0.000571,-4.2e-05,0.9895,COMPUTED
rev_24h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.001426,-1.570169,-1.735259,0.000822,5,25,30.533411,0.904862,-0.000736,-0.00206,0.000367,0.88,COMPUTED
rev_24h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.004631,-2.16838,-2.375769,0.001949,5,25,30.010789,0.912707,-0.004575,-0.008588,-0.00073,0.9945,COMPUTED
rev_2h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,7.9e-05,1.269099,1.301351,6e-05,1,25,26.28678,0.975217,8.9e-05,5e-06,0.00018,0.9835,COMPUTED
rev_2h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-1.9e-05,-0.115011,-0.172243,0.00011,4,25,56.072171,0.667723,-4.8e-05,-0.000269,0.000182,0.664,COMPUTED
rev_2h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.000773,-2.19268,-2.376597,0.000325,5,25,29.369778,0.922613,-0.000609,-0.00123,-4.3e-05,0.9825,COMPUTED
rev_2h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.002093,-2.414415,-3.089536,0.000677,5,25,40.935724,0.781482,-0.001952,-0.003483,-0.00058,1.0,COMPUTED
rev_3h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,2.9e-05,0.451266,0.481028,5.9e-05,1,25,28.406325,0.938129,3.2e-05,-6.7e-05,0.00014,0.7125,COMPUTED
rev_3h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-6.3e-05,-0.387006,-0.535129,0.000117,4,25,47.799431,0.7232,-0.000103,-0.000324,0.000142,0.8035,COMPUTED
rev_3h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.000964,-2.366433,-2.492998,0.000387,5,25,27.745691,0.949232,-0.000756,-0.001498,-0.000108,0.9915,COMPUTED
rev_3h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.002236,-2.207818,-2.625735,0.000852,5,25,35.360245,0.840838,-0.002075,-0.003969,-0.000474,1.0,COMPUTED
rev_72h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-2.9e-05,-0.718302,-0.689892,4.1e-05,1,25,23.061502,1.041181,-1.2e-05,-8.9e-05,7.1e-05,0.6175,COMPUTED
rev_72h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-9.8e-05,-0.631977,-0.681998,0.000144,4,25,29.114196,0.926654,-4.9e-05,-0.000332,0.000226,0.6365,COMPUTED
rev_72h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.001148,-1.241554,-1.400133,0.00082,5,25,31.794174,0.88674,-0.001102,-0.002673,0.000515,0.9005,COMPUTED
rev_72h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.004667,-1.533895,-1.618027,0.002885,5,25,27.817648,0.948003,-0.006238,-0.011484,-0.000938,0.9915,COMPUTED
reversal_5h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,1.6e-05,0.326258,0.335264,4.9e-05,1,25,26.399249,0.973138,1.4e-05,-6e-05,9e-05,0.633,COMPUTED
reversal_5h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000111,-0.763858,-1.029646,0.000108,4,25,45.424542,0.741865,-0.000144,-0.000358,6.6e-05,0.905,COMPUTED
reversal_5h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.001261,-2.546292,-2.731709,0.000462,5,25,28.773486,0.932124,-0.000997,-0.001836,-0.000281,0.999,COMPUTED
reversal_5h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.002915,-2.414289,-2.625588,0.00111,5,25,29.567494,0.919523,-0.002773,-0.0052,-0.000695,1.0,COMPUTED
rsi_14h,1h,1,NO_MAJOR_OVERLAP,RETURN_ROBUST_NEGATIVE,-8.5e-05,-1.930395,-2.070433,4.1e-05,1,25,28.758766,0.932363,-8.2e-05,-0.000162,1e-06,0.9715,COMPUTED
rsi_14h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.000425,-2.526504,-3.22478,0.000132,4,25,40.728661,0.783466,-0.000408,-0.000654,-0.000131,0.998,COMPUTED
rsi_14h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.002094,-2.269118,-2.826692,0.000741,5,25,38.795616,0.802747,-0.001628,-0.002994,-0.000323,0.997,COMPUTED
rsi_14h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.005766,-2.71581,-3.436411,0.001678,5,25,40.026875,0.790304,-0.005806,-0.009197,-0.002195,0.999,COMPUTED
rsi_28h,1h,1,NO_MAJOR_OVERLAP,RETURN_ROBUST_NEGATIVE,-8.7e-05,-1.991609,-2.046465,4.2e-05,1,25,26.396134,0.973195,-7.6e-05,-0.000151,8e-06,0.964,COMPUTED
rsi_28h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.000388,-2.179314,-2.751285,0.000141,4,25,39.844764,0.792108,-0.000339,-0.000582,-5.4e-05,0.994,COMPUTED
rsi_28h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.002195,-2.297704,-2.855097,0.000769,5,25,38.600561,0.804773,-0.001837,-0.003386,-0.000244,0.99,COMPUTED
rsi_28h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.006562,-2.536821,-2.995172,0.002191,5,25,34.850085,0.84697,-0.007005,-0.011331,-0.002058,0.999,COMPUTED
rsi_7h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-4.2e-05,-0.888214,-0.90767,4.6e-05,1,25,26.107274,0.978564,-4.1e-05,-0.000139,5.5e-05,0.7835,COMPUTED
rsi_7h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.000338,-2.290834,-2.844881,0.000119,4,25,38.555006,0.805248,-0.000355,-0.0006,-0.000108,0.9975,COMPUTED
rsi_7h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.002053,-2.636098,-3.469745,0.000592,5,25,43.312382,0.759738,-0.001632,-0.002594,-0.00071,1.0,COMPUTED
rsi_7h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_NEGATIVE,-0.004911,-2.917814,-3.692499,0.00133,5,25,40.03736,0.7902,-0.004631,-0.007265,-0.00192,0.9995,COMPUTED
taker_buy_delta_5h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-3.9e-05,-1.058942,-0.972042,4e-05,1,24,20.222595,1.0894,-3.1e-05,-0.000106,4.1e-05,0.8005,COMPUTED
taker_buy_delta_5h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000262,-0.833598,-0.877395,0.000298,4,24,26.588186,0.950082,-3.1e-05,-0.000508,0.000114,0.317,COMPUTED
taker_buy_delta_5h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.001389,1.058731,1.091795,0.001272,4,24,25.52243,0.969716,0.000472,-0.0,0.002696,0.974,COMPUTED
taker_buy_delta_5h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.003201,1.122877,1.149276,0.002785,4,24,25.141741,0.97703,0.001148,6.9e-05,0.005998,0.992,COMPUTED
taker_buy_ratio_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-2.4e-05,-0.261198,-0.269171,8.9e-05,1,24,25.487661,0.970377,3.5e-05,-9.2e-05,8.8e-05,0.237,COMPUTED
taker_buy_ratio_20h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_POSITIVE,0.000243,2.205045,3.206505,7.6e-05,4,24,50.750498,0.687679,0.000278,0.000163,0.000393,1.0,COMPUTED
taker_buy_ratio_20h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.003495,1.785389,1.920444,0.00182,4,24,27.768281,0.929675,0.002087,0.000842,0.004725,1.0,COMPUTED
taker_buy_ratio_20h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.007597,1.887519,1.972631,0.003851,4,24,26.213215,0.956854,0.004917,0.001587,0.010566,1.0,COMPUTED
taker_buy_zscore_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000159,-1.179965,-1.206084,0.000132,1,24,25.074241,0.978344,-7.1e-05,-0.000259,2.2e-05,0.903,COMPUTED
taker_buy_zscore_20h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000506,-1.00137,-1.03646,0.000489,4,24,25.71153,0.966144,-0.000148,-0.000962,5.5e-05,0.685,COMPUTED
taker_buy_zscore_20h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000435,-0.871615,-0.941489,0.000462,4,24,28.00224,0.925783,-0.000106,-0.000771,0.000181,0.5725,COMPUTED
taker_buy_zscore_20h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_POSITIVE,0.000376,2.486075,2.854036,0.000132,4,24,31.630186,0.871073,0.000349,0.000106,0.000572,0.9965,COMPUTED
tech_atr,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,9e-06,0.354124,0.315445,2.8e-05,1,25,19.83704,1.122617,-4e-06,-4.8e-05,4e-05,0.4445,COMPUTED
tech_atr,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,3.7e-05,0.393518,0.453141,8.1e-05,4,25,33.149605,0.868422,-4e-06,-0.00016,0.000149,0.489,COMPUTED
tech_atr,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000324,0.517709,0.796013,0.000406,5,25,59.102985,0.650377,0.000118,-0.001006,0.001155,0.596,COMPUTED
tech_atr,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.001592,0.727902,1.021421,0.001559,5,25,49.227025,0.712637,0.00096,-0.003262,0.004777,0.681,COMPUTED
tech_macd,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,2.9e-05,0.878867,0.895261,3.2e-05,1,25,25.94138,0.981688,4.3e-05,-1.9e-05,0.000105,0.905,COMPUTED
tech_macd,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.00012,1.026045,1.126292,0.000107,4,25,30.123794,0.910993,0.000147,-5.4e-05,0.000343,0.919,COMPUTED
tech_macd,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.001499,1.752391,1.98631,0.000755,5,25,32.119732,0.882235,0.001204,0.000204,0.002249,0.99,COMPUTED
tech_macd,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.002394,1.775022,1.774801,0.001349,5,25,24.993765,1.000125,0.001766,-0.000166,0.003969,0.962,COMPUTED
trend_efficiency_24h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,2.2e-05,0.459679,0.520082,4.2e-05,1,25,32.001784,0.883859,-3e-06,-7.2e-05,6.8e-05,0.4635,COMPUTED
trend_efficiency_24h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,0.000213,1.28832,1.461487,0.000145,4,25,32.172312,0.881513,0.000149,-7.9e-05,0.000416,0.8875,COMPUTED
trend_efficiency_24h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,0.001071,1.70015,1.856647,0.000577,5,25,29.814249,0.91571,0.000976,-0.000109,0.002092,0.956,COMPUTED
trend_efficiency_24h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_POSITIVE,0.002498,1.935236,2.157205,0.001158,5,25,31.063823,0.897104,0.002079,7.3e-05,0.004265,0.978,COMPUTED
up_down_vol_ratio_20h,1h,1,NO_MAJOR_OVERLAP,RETURN_ROBUST_POSITIVE,8.8e-05,2.342659,2.403318,3.6e-05,1,25,26.31144,0.97476,8.4e-05,7e-06,0.000171,0.9845,COMPUTED
up_down_vol_ratio_20h,4h,4,MODERATE_OVERLAP,RETURN_ROBUST_POSITIVE,0.000353,2.594968,2.965803,0.000119,4,25,32.655814,0.874963,0.000337,0.000113,0.000602,0.9995,COMPUTED
up_down_vol_ratio_20h,24h,24,HIGH_OVERLAP,RETURN_ROBUST_POSITIVE,0.001603,2.087622,3.042468,0.000527,5,25,53.099268,0.686161,0.001312,0.000177,0.002439,0.9865,COMPUTED
up_down_vol_ratio_20h,72h,72,SEVERE_OVERLAP,RETURN_ROBUST_POSITIVE,0.00405,2.49109,2.55823,0.001583,5,25,26.365766,0.973755,0.004268,0.000972,0.007637,0.9975,COMPUTED
vol_40h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-6.5e-05,-1.214926,-1.094847,6e-05,1,25,20.302389,1.109677,-5.8e-05,-0.000187,6.4e-05,0.8,COMPUTED
vol_40h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000246,-1.147002,-0.891339,0.000276,4,25,15.09724,1.28683,-0.000231,-0.000772,0.000269,0.787,COMPUTED
vol_40h,24h,24,HIGH_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.001745,-1.429178,-1.05652,0.001652,5,25,13.662269,1.352722,-0.001765,-0.004821,0.001153,0.858,COMPUTED
vol_40h,72h,72,SEVERE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.005475,-1.410824,-1.205932,0.00454,5,25,18.265855,1.169903,-0.005502,-0.014017,0.002627,0.894,COMPUTED
vol_5h,1h,1,NO_MAJOR_OVERLAP,RETURN_NOT_SIGNIFICANT,-2.6e-05,-0.490626,-0.411315,6.4e-05,1,25,17.570642,1.192824,-1.8e-05,-0.000154,0.00012,0.601,COMPUTED
vol_5h,4h,4,MODERATE_OVERLAP,RETURN_NOT_SIGNIFICANT,-0.000275,-1.351011,-1.047162,0.000263,4,25,15.01931,1.290164,-0.000284,-0.00082,0.000229,0.8395,COMPUTED
