variant_id,fee_bps,slippage_bps,total_cost_bps,participation_rate,notional_usd,gross_median_spread,estimated_cost_per_rebalance,net_median_spread,median_capacity_usd,capacity_ok,survives_both
signal_v0_core_only__1h__original_no_guard,5,25,30,0.005,50000,0.00015278108346727937,0.000564,-0.0004112189165327207,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.005,100000,0.00015278108346727937,0.000564,-0.0004112189165327207,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.01,1000,0.00015278108346727937,0.000564,-0.0004112189165327207,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.01,5000,0.00015278108346727937,0.000564,-0.0004112189165327207,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.01,10000,0.00015278108346727937,0.000564,-0.0004112189165327207,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.01,50000,0.00015278108346727937,0.000564,-0.0004112189165327207,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.01,100000,0.00015278108346727937,0.000564,-0.0004112189165327207,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.02,1000,0.00015278108346727937,0.000564,-0.0004112189165327207,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.02,5000,0.00015278108346727937,0.000564,-0.0004112189165327207,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.02,10000,0.00015278108346727937,0.000564,-0.0004112189165327207,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.02,50000,0.00015278108346727937,0.000564,-0.0004112189165327207,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.02,100000,0.00015278108346727937,0.000564,-0.0004112189165327207,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.05,1000,0.00015278108346727937,0.000564,-0.0004112189165327207,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.05,5000,0.00015278108346727937,0.000564,-0.0004112189165327207,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.05,10000,0.00015278108346727937,0.000564,-0.0004112189165327207,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.05,50000,0.00015278108346727937,0.000564,-0.0004112189165327207,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,5,25,30,0.05,100000,0.00015278108346727937,0.000564,-0.0004112189165327207,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.001,1000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.001,5000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.001,10000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.001,50000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.001,100000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,66048.98514906451,False,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.005,1000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.005,5000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.005,10000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.005,50000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.005,100000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.01,1000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.01,5000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.01,10000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.01,50000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.01,100000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.02,1000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.02,5000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.02,10000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.02,50000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.02,100000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.05,1000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.05,5000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.05,10000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.05,50000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,1,11,0.05,100000,0.00015278108346727937,0.0002068,-5.4018916532720646e-05,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.001,1000,0.00015278108346727937,0.000282,-0.00012921891653272066,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.001,5000,0.00015278108346727937,0.000282,-0.00012921891653272066,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.001,10000,0.00015278108346727937,0.000282,-0.00012921891653272066,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.001,50000,0.00015278108346727937,0.000282,-0.00012921891653272066,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.001,100000,0.00015278108346727937,0.000282,-0.00012921891653272066,66048.98514906451,False,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.005,1000,0.00015278108346727937,0.000282,-0.00012921891653272066,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.005,5000,0.00015278108346727937,0.000282,-0.00012921891653272066,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.005,10000,0.00015278108346727937,0.000282,-0.00012921891653272066,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.005,50000,0.00015278108346727937,0.000282,-0.00012921891653272066,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.005,100000,0.00015278108346727937,0.000282,-0.00012921891653272066,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.01,1000,0.00015278108346727937,0.000282,-0.00012921891653272066,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.01,5000,0.00015278108346727937,0.000282,-0.00012921891653272066,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.01,10000,0.00015278108346727937,0.000282,-0.00012921891653272066,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.01,50000,0.00015278108346727937,0.000282,-0.00012921891653272066,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.01,100000,0.00015278108346727937,0.000282,-0.00012921891653272066,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.02,1000,0.00015278108346727937,0.000282,-0.00012921891653272066,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.02,5000,0.00015278108346727937,0.000282,-0.00012921891653272066,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.02,10000,0.00015278108346727937,0.000282,-0.00012921891653272066,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.02,50000,0.00015278108346727937,0.000282,-0.00012921891653272066,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.02,100000,0.00015278108346727937,0.000282,-0.00012921891653272066,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.05,1000,0.00015278108346727937,0.000282,-0.00012921891653272066,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.05,5000,0.00015278108346727937,0.000282,-0.00012921891653272066,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.05,10000,0.00015278108346727937,0.000282,-0.00012921891653272066,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.05,50000,0.00015278108346727937,0.000282,-0.00012921891653272066,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,5,15,0.05,100000,0.00015278108346727937,0.000282,-0.00012921891653272066,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.001,1000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.001,5000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.001,10000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.001,50000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.001,100000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,66048.98514906451,False,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.005,1000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.005,5000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.005,10000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.005,50000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.005,100000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.01,1000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.01,5000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.01,10000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.01,50000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.01,100000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.02,1000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.02,5000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.02,10000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.02,50000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.02,100000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.05,1000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.05,5000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.05,10000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.05,50000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,10,20,0.05,100000,0.00015278108346727937,0.00037600000000000003,-0.00022321891653272067,3302449.2574532256,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.001,1000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.001,5000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.001,10000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.001,50000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,66048.98514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.001,100000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,66048.98514906451,False,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.005,1000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.005,5000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.005,10000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.005,50000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.005,100000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,330244.92574532254,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.01,1000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.01,5000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.01,10000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.01,50000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.01,100000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,660489.8514906451,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.02,1000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.02,5000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,1320979.7029812902,True,False
signal_v0_core_only__1h__original_no_guard,10,25,35,0.02,10000,0.00015278108346727937,0.0006580000000000001,-0.0005052189165327207,1320979.7029812902,True,False
