factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,after_funding_raw_mean_rank_ic,after_funding_direction_adjusted_mean_rank_ic,after_funding_t_stat,after_funding_n_periods,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
wq101_alpha94,wq101,conditional,factor_registry,72h,-0.01445007,-0.01445007,-0.01588331,-0.01588331,-16.2598,17654,-14.7829,17654,171.6,3042114,0.07977,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#94: -rank(vwap-ts_min(vwap,12)) ^ ts_rank(correlation(ts_rank(vwap,20),ts_rank(adv60,4),18),3)"
wq101_alpha95,wq101,conditional,factor_registry,1h,-5.722e-05,-5.722e-05,-0.00015659,-0.00015659,-0.2174,17726,-0.0794,17726,185.4,3285911,0.006022,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#95: rank(open-ts_min(open,12)) < ts_rank(rank(correlation(sum(mid,19),sum(adv40,19),13))^5,12); boolean panel formula"
wq101_alpha95,wq101,conditional,factor_registry,4h,0.00025596,0.00025596,9.007e-05,9.007e-05,0.1221,17724,0.3469,17724,185.4,3285911,0.006022,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#95: rank(open-ts_min(open,12)) < ts_rank(rank(correlation(sum(mid,19),sum(adv40,19),13))^5,12); boolean panel formula"
wq101_alpha95,wq101,conditional,factor_registry,24h,-0.00472516,-0.00472516,-0.00501878,-0.00501878,-6.6195,17704,-6.2285,17704,185.4,3285911,0.006022,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#95: rank(open-ts_min(open,12)) < ts_rank(rank(correlation(sum(mid,19),sum(adv40,19),13))^5,12); boolean panel formula"
wq101_alpha95,wq101,conditional,factor_registry,72h,-0.0107254,-0.0107254,-0.01124807,-0.01124807,-15.0448,17656,-14.3364,17656,185.4,3285911,0.006022,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#95: rank(open-ts_min(open,12)) < ts_rank(rank(correlation(sum(mid,19),sum(adv40,19),13))^5,12); boolean panel formula"
wq101_alpha99,wq101,conditional,factor_registry,1h,0.0056149,0.0056149,0.00560313,0.00560313,7.6973,17720,7.7134,17720,185.3,3284213,0.006536,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#99: -1*(rank(correlation(sum(mid,20),sum(adv60,20),9)) < rank(correlation(low,volume,6))); boolean panel formula"
wq101_alpha99,wq101,conditional,factor_registry,4h,0.00700412,0.00700412,0.00696451,0.00696451,9.4716,17718,9.5239,17718,185.3,3284213,0.006536,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#99: -1*(rank(correlation(sum(mid,20),sum(adv60,20),9)) < rank(correlation(low,volume,6))); boolean panel formula"
wq101_alpha99,wq101,conditional,factor_registry,24h,0.0074119,0.0074119,0.00736555,0.00736555,10.0175,17698,10.0689,17698,185.3,3284213,0.006536,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#99: -1*(rank(correlation(sum(mid,20),sum(adv60,20),9)) < rank(correlation(low,volume,6))); boolean panel formula"
wq101_alpha99,wq101,conditional,factor_registry,72h,0.00249518,0.00249518,0.0025821,0.0025821,3.5994,17650,3.4746,17650,185.3,3284213,0.006536,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#99: -1*(rank(correlation(sum(mid,20),sum(adv60,20),9)) < rank(correlation(low,volume,6))); boolean panel formula"
q158_high_low_range,alpha158,conditional,factor_registry,1h,-0.03711551,-0.03711551,-0.03658644,-0.03658644,-23.7648,17805,-24.1094,17805,186.2,3316259,0.666667,False,DIRECTION_UNKNOWN,(high - low) / close
q158_high_low_range,alpha158,conditional,factor_registry,4h,-0.05291715,-0.05291715,-0.05185889,-0.05185889,-34.3756,17803,-35.0851,17803,186.2,3316259,0.666667,False,DIRECTION_UNKNOWN,(high - low) / close
q158_high_low_range,alpha158,conditional,factor_registry,24h,-0.08066086,-0.08066086,-0.07873075,-0.07873075,-52.4344,17783,-53.7869,17783,186.2,3316259,0.666667,False,DIRECTION_UNKNOWN,(high - low) / close
q158_high_low_range,alpha158,conditional,factor_registry,72h,-0.09089448,-0.09089448,-0.08829196,-0.08829196,-60.4301,17735,-62.2471,17735,186.2,3316259,0.666667,False,DIRECTION_UNKNOWN,(high - low) / close
q158_klen_open,alpha158_kbar,conditional,factor_registry,1h,-0.03741554,-0.03741554,-0.03688607,-0.03688607,-23.9647,17805,-24.3097,17805,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 KLEN: (high - low) / open; 1h kbar range length normalized by open
q158_klen_open,alpha158_kbar,conditional,factor_registry,4h,-0.05314157,-0.05314157,-0.05208401,-0.05208401,-34.5385,17803,-35.2479,17803,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 KLEN: (high - low) / open; 1h kbar range length normalized by open
q158_klen_open,alpha158_kbar,conditional,factor_registry,24h,-0.08076809,-0.08076809,-0.07884198,-0.07884198,-52.5284,17783,-53.879,17783,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 KLEN: (high - low) / open; 1h kbar range length normalized by open
q158_klen_open,alpha158_kbar,conditional,factor_registry,72h,-0.09091469,-0.09091469,-0.0883158,-0.0883158,-60.4652,17735,-62.2806,17735,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 KLEN: (high - low) / open; 1h kbar range length normalized by open
q158_kmid_open,alpha158_kbar,positive,factor_registry,1h,-0.03655527,-0.03655527,-0.03649096,-0.03649096,-30.6789,17805,-30.7335,17805,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID: (close - open) / open; 1h candle body return normalized by open
q158_kmid_open,alpha158_kbar,positive,factor_registry,4h,-0.02817553,-0.02817553,-0.02818981,-0.02818981,-23.9505,17803,-23.9429,17803,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID: (close - open) / open; 1h candle body return normalized by open
q158_kmid_open,alpha158_kbar,positive,factor_registry,24h,-0.01195088,-0.01195088,-0.0121664,-0.0121664,-10.5762,17783,-10.3927,17783,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID: (close - open) / open; 1h candle body return normalized by open
q158_kmid_open,alpha158_kbar,positive,factor_registry,72h,-0.00454884,-0.00454884,-0.00463761,-0.00463761,-4.2154,17735,-4.1354,17735,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID: (close - open) / open; 1h candle body return normalized by open
q158_kmid_range,alpha158_kbar,positive,factor_registry,1h,-0.03113159,-0.03113159,-0.03109123,-0.03109123,-32.6525,17805,-32.6924,17805,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID2: (close - open) / (high - low + eps); signed candle body normalized by range
q158_kmid_range,alpha158_kbar,positive,factor_registry,4h,-0.02280385,-0.02280385,-0.02284699,-0.02284699,-24.1553,17803,-24.1054,17803,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID2: (close - open) / (high - low + eps); signed candle body normalized by range
q158_kmid_range,alpha158_kbar,positive,factor_registry,24h,-0.01000699,-0.01000699,-0.01020545,-0.01020545,-11.0664,17783,-10.8445,17783,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID2: (close - open) / (high - low + eps); signed candle body normalized by range
q158_kmid_range,alpha158_kbar,positive,factor_registry,72h,-0.00407237,-0.00407237,-0.00417768,-0.00417768,-4.7192,17735,-4.5974,17735,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID2: (close - open) / (high - low + eps); signed candle body normalized by range
q158_kup_open,alpha158_kbar,negative,factor_registry,1h,-0.01175742,0.01175742,-0.01141913,0.01141913,-9.8465,17805,-10.1401,17805,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KUP: (high - max(open, close)) / open; upper shadow normalized by open"
q158_kup_open,alpha158_kbar,negative,factor_registry,4h,-0.02620998,0.02620998,-0.02560247,0.02560247,-22.5909,17803,-23.1322,17803,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KUP: (high - max(open, close)) / open; upper shadow normalized by open"
q158_kup_open,alpha158_kbar,negative,factor_registry,24h,-0.04897581,0.04897581,-0.04780347,0.04780347,-41.9003,17783,-42.9534,17783,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KUP: (high - max(open, close)) / open; upper shadow normalized by open"
q158_kup_open,alpha158_kbar,negative,factor_registry,72h,-0.05649645,0.05649645,-0.05483457,0.05483457,-49.4876,17735,-51.0153,17735,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KUP: (high - max(open, close)) / open; upper shadow normalized by open"
q158_kup_range,alpha158_kbar,negative,factor_registry,1h,0.01002701,-0.01002701,0.01006653,-0.01006653,12.0135,17805,11.9683,17805,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KUP2: (high - max(open, close)) / (high - low + eps); upper shadow normalized by range"
q158_kup_range,alpha158_kbar,negative,factor_registry,4h,0.00356373,-0.00356373,0.00354658,-0.00354658,4.2669,17803,4.2862,17803,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KUP2: (high - max(open, close)) / (high - low + eps); upper shadow normalized by range"
q158_kup_range,alpha158_kbar,negative,factor_registry,24h,-0.0055991,0.0055991,-0.00555635,0.00555635,-6.698,17783,-6.7442,17783,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KUP2: (high - max(open, close)) / (high - low + eps); upper shadow normalized by range"
q158_kup_range,alpha158_kbar,negative,factor_registry,72h,-0.00752243,0.00752243,-0.00735912,0.00735912,-9.0577,17735,-9.2523,17735,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KUP2: (high - max(open, close)) / (high - low + eps); upper shadow normalized by range"
q158_klow_open,alpha158_kbar,positive,factor_registry,1h,-0.02763004,-0.02763004,-0.0272674,-0.0272674,-23.9235,17805,-24.2414,17805,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KLOW: (min(open, close) - low) / open; lower shadow normalized by open"
q158_klow_open,alpha158_kbar,positive,factor_registry,4h,-0.03278308,-0.03278308,-0.03201514,-0.03201514,-28.5283,17803,-29.2194,17803,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KLOW: (min(open, close) - low) / open; lower shadow normalized by open"
q158_klow_open,alpha158_kbar,positive,factor_registry,24h,-0.04701037,-0.04701037,-0.04560669,-0.04560669,-40.4777,17783,-41.7788,17783,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KLOW: (min(open, close) - low) / open; lower shadow normalized by open"
q158_klow_open,alpha158_kbar,positive,factor_registry,72h,-0.05492423,-0.05492423,-0.05313428,-0.05313428,-47.9933,17735,-49.6557,17735,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KLOW: (min(open, close) - low) / open; lower shadow normalized by open"
q158_klow_range,alpha158_kbar,positive,factor_registry,1h,-0.00612053,-0.00612053,-0.00611337,-0.00611337,-7.3147,17805,-7.3201,17805,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KLOW2: (min(open, close) - low) / (high - low + eps); lower shadow normalized by range"
q158_klow_range,alpha158_kbar,positive,factor_registry,4h,-0.00037221,-0.00037221,-0.00031331,-0.00031331,-0.3791,17803,-0.4502,17803,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KLOW2: (min(open, close) - low) / (high - low + eps); lower shadow normalized by range"
q158_klow_range,alpha158_kbar,positive,factor_registry,24h,0.00339233,0.00339233,0.00347484,0.00347484,4.2509,17783,4.146,17783,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KLOW2: (min(open, close) - low) / (high - low + eps); lower shadow normalized by range"
q158_klow_range,alpha158_kbar,positive,factor_registry,72h,0.00211122,0.00211122,0.00213192,0.00213192,2.6434,17735,2.6163,17735,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KLOW2: (min(open, close) - low) / (high - low + eps); lower shadow normalized by range"
q158_ksft_open,alpha158_kbar,positive,factor_registry,1h,-0.03887002,-0.03887002,-0.03884732,-0.03884732,-32.8651,17805,-32.8797,17805,186.2,3316259,0.0,False,COMPUTED,Alpha158 KSFT: (2*close - high - low) / open; signed close-location shift normalized by open
q158_ksft_open,alpha158_kbar,positive,factor_registry,4h,-0.02478603,-0.02478603,-0.02478101,-0.02478101,-21.2238,17803,-21.229,17803,186.2,3316259,0.0,False,COMPUTED,Alpha158 KSFT: (2*close - high - low) / open; signed close-location shift normalized by open
q158_ksft_open,alpha158_kbar,positive,factor_registry,24h,-0.00659059,-0.00659059,-0.00681026,-0.00681026,-5.9632,17783,-5.7727,17783,186.2,3316259,0.0,False,COMPUTED,Alpha158 KSFT: (2*close - high - low) / open; signed close-location shift normalized by open
q158_ksft_open,alpha158_kbar,positive,factor_registry,72h,-3.169e-05,-3.169e-05,-0.00021713,-0.00021713,-0.1972,17735,-0.0288,17735,186.2,3316259,0.0,False,COMPUTED,Alpha158 KSFT: (2*close - high - low) / open; signed close-location shift normalized by open
q158_ksft_range,alpha158_kbar,positive,factor_registry,1h,-0.03340933,-0.03340933,-0.03339323,-0.03339323,-36.3972,17805,-36.4073,17805,186.2,3316259,0.0,False,COMPUTED,Alpha158 KSFT2: (2*close - high - low) / (high - low + eps); signed close-location shift normalized by range
q158_ksft_range,alpha158_kbar,positive,factor_registry,4h,-0.02117525,-0.02117525,-0.0211848,-0.0211848,-23.1768,17803,-23.1611,17803,186.2,3316259,0.0,False,COMPUTED,Alpha158 KSFT2: (2*close - high - low) / (high - low + eps); signed close-location shift normalized by range
q158_ksft_range,alpha158_kbar,positive,factor_registry,24h,-0.00473872,-0.00473872,-0.00489261,-0.00489261,-5.4937,17783,-5.3165,17783,186.2,3316259,0.0,False,COMPUTED,Alpha158 KSFT2: (2*close - high - low) / (high - low + eps); signed close-location shift normalized by range
q158_ksft_range,alpha158_kbar,positive,factor_registry,72h,0.00042078,0.00042078,0.00028038,0.00028038,0.325,17735,0.4872,17735,186.2,3316259,0.0,False,COMPUTED,Alpha158 KSFT2: (2*close - high - low) / (high - low + eps); signed close-location shift normalized by range
q158_rsv_20h,alpha158_rolling,conditional,factor_registry,1h,-0.02172221,-0.02172221,-0.02192909,-0.02192909,-21.7768,17787,-21.5703,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RSV20: (close - Min(low,20)) / (Max(high,20) - Min(low,20) + eps); 1h adaptation of rolling price position"
q158_rsv_20h,alpha158_rolling,conditional,factor_registry,4h,-0.02110261,-0.02110261,-0.02155708,-0.02155708,-20.7663,17785,-20.3302,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RSV20: (close - Min(low,20)) / (Max(high,20) - Min(low,20) + eps); 1h adaptation of rolling price position"
q158_rsv_20h,alpha158_rolling,conditional,factor_registry,24h,-0.00903279,-0.00903279,-0.00988191,-0.00988191,-9.344,17765,-8.5445,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RSV20: (close - Min(low,20)) / (Max(high,20) - Min(low,20) + eps); 1h adaptation of rolling price position"
q158_rsv_20h,alpha158_rolling,conditional,factor_registry,72h,0.00149521,0.00149521,0.00074432,0.00074432,0.7604,17717,1.5274,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RSV20: (close - Min(low,20)) / (Max(high,20) - Min(low,20) + eps); 1h adaptation of rolling price position"
q158_rsv_30h,alpha158_rolling,conditional,factor_registry,1h,-0.02007683,-0.02007683,-0.02028596,-0.02028596,-19.8647,17777,-19.6567,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position"
q158_rsv_30h,alpha158_rolling,conditional,factor_registry,4h,-0.02070369,-0.02070369,-0.02115212,-0.02115212,-19.9989,17775,-19.5757,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position"
q158_rsv_30h,alpha158_rolling,conditional,factor_registry,24h,-0.01075472,-0.01075472,-0.01151724,-0.01151724,-10.8021,17755,-10.0905,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position"
q158_rsv_30h,alpha158_rolling,conditional,factor_registry,72h,0.00117377,0.00117377,0.00043174,0.00043174,0.435,17707,1.1827,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position"
q158_open_close_0h,alpha158_price,conditional,factor_registry,1h,0.03655526,0.03655526,0.03649095,0.03649095,30.679,17805,30.7335,17805,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 OPEN0: open / close; current open normalized by current close from Alpha158 price feature block
q158_open_close_0h,alpha158_price,conditional,factor_registry,4h,0.02817563,0.02817563,0.0281899,0.0281899,23.9506,17803,23.943,17803,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 OPEN0: open / close; current open normalized by current close from Alpha158 price feature block
q158_open_close_0h,alpha158_price,conditional,factor_registry,24h,0.01195082,0.01195082,0.01216635,0.01216635,10.5762,17783,10.3927,17783,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 OPEN0: open / close; current open normalized by current close from Alpha158 price feature block
q158_open_close_0h,alpha158_price,conditional,factor_registry,72h,0.00454869,0.00454869,0.00463747,0.00463747,4.2152,17735,4.1353,17735,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 OPEN0: open / close; current open normalized by current close from Alpha158 price feature block
q158_high_close_0h,alpha158_price,conditional,factor_registry,1h,0.00220456,0.00220456,0.0025731,0.0025731,1.9747,17805,1.6919,17805,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 HIGH0: high / close; current high normalized by current close from Alpha158 price feature block
q158_high_close_0h,alpha158_price,conditional,factor_registry,4h,-0.01788401,-0.01788401,-0.01710162,-0.01710162,-13.3506,17803,-13.9646,17803,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 HIGH0: high / close; current high normalized by current close from Alpha158 price feature block
q158_high_close_0h,alpha158_price,conditional,factor_registry,24h,-0.04887217,-0.04887217,-0.04733365,-0.04733365,-37.4929,17783,-38.7402,17783,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 HIGH0: high / close; current high normalized by current close from Alpha158 price feature block
q158_high_close_0h,alpha158_price,conditional,factor_registry,72h,-0.06067135,-0.06067135,-0.05866518,-0.05866518,-48.1344,17735,-49.7912,17735,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 HIGH0: high / close; current high normalized by current close from Alpha158 price feature block
q158_low_close_0h,alpha158_price,conditional,factor_registry,1h,0.05115462,0.05115462,0.05075514,0.05075514,41.365,17805,41.6893,17805,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 LOW0: low / close; current low normalized by current close from Alpha158 price feature block
q158_low_close_0h,alpha158_price,conditional,factor_registry,4h,0.05224982,0.05224982,0.05148063,0.05148063,42.7224,17803,43.3685,17803,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 LOW0: low / close; current low normalized by current close from Alpha158 price feature block
q158_low_close_0h,alpha158_price,conditional,factor_registry,24h,0.05956265,0.05956265,0.05829126,0.05829126,48.2738,17783,49.3799,17783,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 LOW0: low / close; current low normalized by current close from Alpha158 price feature block
q158_low_close_0h,alpha158_price,conditional,factor_registry,72h,0.06283117,0.06283117,0.0610877,0.0610877,52.1416,17735,53.6654,17735,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 LOW0: low / close; current low normalized by current close from Alpha158 price feature block
q158_open_close_1h,alpha158_price,conditional,factor_registry,1h,0.03611963,0.03611963,0.03604086,0.03604086,29.7927,17805,29.8599,17805,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 OPEN1: Ref(open,1) / close; previous open normalized by current close from Alpha158 price feature block"
q158_open_close_1h,alpha158_price,conditional,factor_registry,4h,0.03124795,0.03124795,0.03126219,0.03126219,26.1909,17803,26.1814,17803,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 OPEN1: Ref(open,1) / close; previous open normalized by current close from Alpha158 price feature block"
q158_open_close_1h,alpha158_price,conditional,factor_registry,24h,0.01532585,0.01532585,0.01558755,0.01558755,13.3672,17783,13.1519,17783,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 OPEN1: Ref(open,1) / close; previous open normalized by current close from Alpha158 price feature block"
q158_open_close_1h,alpha158_price,conditional,factor_registry,72h,0.00670849,0.00670849,0.00681014,0.00681014,6.1294,17735,6.0407,17735,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 OPEN1: Ref(open,1) / close; previous open normalized by current close from Alpha158 price feature block"
q158_high_close_1h,alpha158_price,conditional,factor_registry,1h,0.0194971,0.0194971,0.01966516,0.01966516,15.2976,17805,15.1673,17805,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 HIGH1: Ref(high,1) / close; previous high normalized by current close from Alpha158 price feature block"
q158_high_close_1h,alpha158_price,conditional,factor_registry,4h,0.00776689,0.00776689,0.0082114,0.0082114,6.5536,17803,6.1994,17803,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 HIGH1: Ref(high,1) / close; previous high normalized by current close from Alpha158 price feature block"
q158_high_close_1h,alpha158_price,conditional,factor_registry,24h,-0.01863945,-0.01863945,-0.01764114,-0.01764114,-14.4581,17783,-15.2888,17783,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 HIGH1: Ref(high,1) / close; previous high normalized by current close from Alpha158 price feature block"
